m_disk,sb_law,r_in,d_r,inc,pa,mar_starflux,aug_starflux,jun_starflux,lnprob
-7.559417924698878188e+00,2.278323032388362090e+00,1.014665408224040632e+01,3.139602599054168408e+01,8.893074765817209482e+01,1.284718087462607343e+02,3.771969383965662883e-04,1.497358196646530614e-04,2.264121266187673102e-04,-3.131184218750000000e+05
-7.535945829201127211e+00,2.251897672829636932e+00,1.861797628785302550e+01,2.281485607405029015e+01,8.866985149779266351e+01,1.284096403782754123e+02,4.363244095998309192e-04,1.436179315307482265e-04,2.139451468828249122e-04,-3.131072402343750000e+05
-7.544397560366865818e+00,2.203424994594376685e+00,1.535523711417658177e+01,2.735571553530210664e+01,8.917878595839621880e+01,1.284354831768345093e+02,3.699280865992198193e-04,1.480918602624138375e-04,2.229505712761020242e-04,-3.131265371093750000e+05
-7.548369713162543349e+00,2.231101584532568793e+00,1.054529033233033530e+01,3.135873005467465191e+01,8.881648767876671968e+01,1.285180977750891032e+02,3.561157716187128824e-04,1.497011066266498334e-04,2.244955541424130385e-04,-3.131160468750000000e+05
-7.559709671017636801e+00,2.708978884373475005e+00,1.218633524037004356e+01,2.825451483408023279e+01,8.868350489965823158e+01,1.284733742372538643e+02,3.834658819567013442e-04,1.436815043211371471e-04,2.241979696472144723e-04,-3.131119082031250000e+05
-7.555009914062152276e+00,2.284530721174650392e+00,1.039052360464351743e+01,3.131766755005962821e+01,8.864202264309373902e+01,1.284272312784549399e+02,3.800255727961819401e-04,1.547642091051889450e-04,2.303598877589242287e-04,-3.131146035156250000e+05
-7.414965802803059169e+00,-1.937437271748605028e+00,1.681316699737878650e+01,1.194729420330532008e+02,8.866698058466235466e+01,1.287519436094637797e+02,4.121441969121617910e-04,1.497455708320524813e-04,2.102719286066725068e-04,-3.138334843750000000e+05
-7.553211918834640493e+00,3.684089258022182456e+00,8.689133505190016038e+00,3.218184205698268840e+01,8.880224264331411632e+01,1.285989000907242428e+02,4.226206029152326208e-04,1.492507910619222348e-04,2.269658523095908847e-04,-3.131239628906250000e+05
-7.537981741707239003e+00,3.142027321326116507e+00,2.017697172893296198e+00,3.869287481454922784e+01,8.859907501093658766e+01,1.286008904017218129e+02,3.756927429137875700e-04,1.556581262580103463e-04,2.277371885877024391e-04,-3.131065488281250000e+05
-7.566271913338132649e+00,2.994208801003626519e+00,9.989506467903639830e+00,3.091816009260428899e+01,8.894707572572274046e+01,1.283586671458115234e+02,4.192267146244257436e-04,1.392189016666503412e-04,2.251659988715563128e-04,-3.131146738281250000e+05
-7.556628468576811919e+00,2.287826257410574105e+00,8.045171805951786936e+00,3.379369620034493948e+01,8.893952809530432546e+01,1.283879621661934038e+02,3.814864625037572973e-04,1.542819981412314333e-04,2.291649810985989721e-04,-3.131200097656250000e+05
-7.545604013641759700e+00,1.199424299592604548e+00,2.204762124823421132e+01,1.983243878948803030e+01,8.901935506163280820e+01,1.283599371411866628e+02,3.306053126564165276e-04,1.564650125601147596e-04,2.274709265615721667e-04,-3.130995292968750000e+05
-7.552899708177217342e+00,2.627522522552006468e+00,7.033852369799545201e+00,3.436945309680086069e+01,8.879623940234726831e+01,1.285013006470964001e+02,3.843742347415799506e-04,1.482154018442903630e-04,2.286662011599092958e-04,-3.131066601562500000e+05
-7.548491057878165655e+00,2.546707655034383677e+00,2.014804468404658877e+01,2.121961728343981690e+01,8.860294380720399943e+01,1.284889222834515579e+02,3.620626945430074342e-04,1.348503019072252378e-04,2.216226115198248632e-04,-3.131016640625000000e+05
-7.552585328952176269e+00,3.421045240474033022e+00,7.544196703915082125e+00,3.319499161490013250e+01,8.865934308861628210e+01,1.285436941438819076e+02,3.678463014901592418e-04,1.442978514508131934e-04,2.284720873618800632e-04,-3.131119472656250000e+05
-7.558041070838600994e+00,3.091828173018728254e+00,1.140082090389127600e+01,2.928502298042111462e+01,8.862147221720596235e+01,1.284482612202531300e+02,4.024964878155924621e-04,1.463108411907962998e-04,2.254937766668585974e-04,-3.131071289062500000e+05
-7.549206090352307719e+00,2.351050873114134632e+00,1.323220154434435614e+01,2.866994768601739452e+01,8.901533123637373990e+01,1.284248520566150376e+02,3.694492559308778829e-04,1.567502195372415643e-04,2.281092343674657227e-04,-3.131149199218750000e+05
-7.552734855761525701e+00,2.669488324727803175e+00,1.062549965862330481e+01,3.068433736703494219e+01,8.845069891359226233e+01,1.284696998106813624e+02,3.680030356946358797e-04,1.493869897614581450e-04,2.283668923375890760e-04,-3.131054765625000000e+05
-7.548771212415178233e+00,2.365139350583470357e+00,8.517148710854947069e+00,3.368266400096313617e+01,8.891673840352450497e+01,1.284871802677916435e+02,3.750627949664631089e-04,1.514642237887249359e-04,2.281460109676263100e-04,-3.131174628906250000e+05
-7.549010493119071796e+00,1.185931959906519895e+00,2.083401024383821110e+01,2.355508344163996171e+01,8.929908629364392425e+01,1.283844044628417578e+02,3.491697474998249270e-04,1.485392272420723225e-04,2.267333359479065504e-04,-3.131426855468750000e+05
-7.554855527949305483e+00,3.322877609929471454e+00,8.947306299866481183e+00,3.103178101117448051e+01,8.864100149048837807e+01,1.285042369420547459e+02,3.845507767688078542e-04,1.444992700383530067e-04,2.249818096545419175e-04,-3.131121093750000000e+05
-7.559335075217275879e+00,2.634367154967444336e+00,6.791441264070019024e+00,3.464195901036354286e+01,8.868985219326931713e+01,1.285111317774623672e+02,3.922245610253024856e-04,1.496900767137461529e-04,2.274729591354993693e-04,-3.131091406250000000e+05
-7.553955706829547090e+00,2.420857033607397568e+00,1.242487700596671019e+01,2.822710011139282926e+01,8.893135495706754057e+01,1.284605783031920510e+02,3.681388932209139590e-04,1.512988905970459673e-04,2.253508377889223047e-04,-3.131242832031250000e+05
-7.555506029492605080e+00,-1.100444882433642135e-01,2.438618163550637874e+01,1.686203615755544760e+01,8.872089519549358272e+01,1.282734640158373338e+02,4.125940435954629200e-04,1.437909328906574683e-04,2.116615973962445384e-04,-3.131239003906250000e+05
-7.540905598261796072e+00,2.783568558527957926e+00,1.465623901469102819e+01,2.676870602577631786e+01,8.861726204338944513e+01,1.284818222100345508e+02,4.088653103534327414e-04,1.438060637027401163e-04,2.200938429091592818e-04,-3.131054082031250000e+05
-7.539391423509592904e+00,1.507074103645481333e+00,2.067622040893538937e+01,2.203600134732923621e+01,8.891036559698460451e+01,1.283548616161978941e+02,3.669402414258892157e-04,1.467118775105108138e-04,2.308131749318561242e-04,-3.131027226562500000e+05
-7.548608505988502415e+00,8.433971798691575206e-01,2.259060534095896600e+01,2.121978531138453050e+01,8.934805368160435535e+01,1.283807787846786539e+02,3.402747659229070766e-04,1.472206761369359261e-04,2.342885825903396084e-04,-3.131134453125000000e+05
-7.565940659103903343e+00,3.000454715676484252e+00,1.301884543937094207e+01,2.827782333476229226e+01,8.877405280595083070e+01,1.284701078335726265e+02,3.913676195366200803e-04,1.499471636801672045e-04,2.276353398029017842e-04,-3.131185996093750000e+05
-7.561112553562888472e+00,2.994092250491092955e+00,6.670532032219544938e+00,3.419450003051629494e+01,8.861383586572387117e+01,1.285490610221397958e+02,3.715682502457395126e-04,1.459281897351340197e-04,2.323571955757857213e-04,-3.131081855468750000e+05
-7.542148450823557226e+00,2.524136807529429927e+00,7.980971667467288810e+00,3.350949345464363915e+01,8.824516561778415280e+01,1.286369062795937168e+02,3.761386450664836096e-04,1.471852607585866874e-04,2.307108840404792404e-04,-3.131074140625000000e+05
-7.550644952918903030e+00,2.594956888973089182e+00,9.522806225976458094e+00,3.224510372837641370e+01,8.857532844103162972e+01,1.284500884511777485e+02,3.730526268562248246e-04,1.514160359855395554e-04,2.281484937583521690e-04,-3.131090664062500000e+05
-7.545845782237578625e+00,2.096283069740194183e+00,2.063667317251993083e+01,2.061675323351532896e+01,8.940289238557929252e+01,1.284049377405588928e+02,3.321194996458818206e-04,1.530639175076836743e-04,2.214098173265352488e-04,-3.131077226562500000e+05
-7.554783806752872088e+00,2.354874649013076748e+00,7.100241098734012546e+00,3.476565924335980640e+01,8.846482339841188036e+01,1.285090282557907813e+02,3.885901961714857038e-04,1.484727932323822287e-04,2.286134575896255755e-04,-3.131140800781250000e+05
-7.541428986956064229e+00,2.766384217275144053e+00,9.021153494999003541e+00,3.282546131767728070e+01,8.922634484007497235e+01,1.284913800187302684e+02,3.559001763198628215e-04,1.537140835714649600e-04,2.277036335672286810e-04,-3.131161054687500000e+05
-7.549619493092198930e+00,3.214762513538827804e+00,6.649494538179433256e+00,3.437389411988812782e+01,8.869384458596273646e+01,1.285032403524335791e+02,3.626058200291502713e-04,1.495860766359436041e-04,2.298902199961171719e-04,-3.131083476562500000e+05
-7.569468664053538021e+00,2.864499722361676604e+00,1.005559308428528453e+01,3.042622199588879894e+01,8.832820865065782812e+01,1.284081447482022611e+02,3.953558859322866908e-04,1.445053795809186307e-04,2.239310586581475611e-04,-3.131164707031250000e+05
-7.570576698717579767e+00,2.594659648824384934e+00,8.608078705850536139e+00,3.269929897169880917e+01,8.906726307102121609e+01,1.285047025197628159e+02,3.806503626851787201e-04,1.524382712556812940e-04,2.241723733072440794e-04,-3.131176933593750000e+05
-7.547121106889391307e+00,2.891082488014153462e+00,7.999256757450670996e+00,3.324971623454861458e+01,8.848526652105194046e+01,1.284604040496150219e+02,3.697488596327505464e-04,1.699648039066224648e-04,2.363680623480379848e-04,-3.131042949218750000e+05
-7.533873762197712765e+00,2.704513520820535533e+00,1.674740039456738572e+01,2.452610642846824973e+01,8.868609805148739156e+01,1.285464017613828958e+02,3.329336866995015074e-04,1.280406575263840895e-04,2.186325960593449649e-04,-3.131078164062500000e+05
-7.563974572890836079e+00,1.982530104192004039e+00,2.326920926329008665e+01,1.779839443152330958e+01,8.886194909913461970e+01,1.283959479648252398e+02,3.584851724101037387e-04,1.512147868934981621e-04,2.386362044882503854e-04,-3.131036425781250000e+05
-7.546907420789970899e+00,2.574968076765347114e+00,1.241529974994123897e+01,2.956429847278434764e+01,8.931994035568767742e+01,1.284742381097599662e+02,3.737199632664276730e-04,1.524029457600558778e-04,2.280572970756312545e-04,-3.131177460937500000e+05
-7.557483008580552664e+00,2.883668013385888962e+00,1.161999908744684973e+01,2.929951231391543587e+01,8.905861009935550499e+01,1.283825713496819674e+02,4.118123141529751795e-04,1.453565867362631133e-04,2.212677503632369124e-04,-3.131111718750000000e+05
-7.565684220654418368e+00,2.506535968925336810e+00,9.210995499683169996e+00,3.181366916926703681e+01,8.877842036095313460e+01,1.284385574721501371e+02,3.942706818559431857e-04,1.488857821082719671e-04,2.287984505214720713e-04,-3.131146816406250000e+05
-7.551505912921221864e+00,2.613915601120047949e+00,1.041480189633840681e+01,3.280976133252168125e+01,8.894875316176469937e+01,1.284905343681769523e+02,3.981307819037993687e-04,1.515007667677193554e-04,2.254520366586027847e-04,-3.131611894531250000e+05
-7.489772012039178861e+00,2.651891693621983848e-01,4.635577682996236959e+00,7.366033149322822737e+01,8.778099463218754295e+01,1.286770317516175055e+02,4.137065827146842981e-04,1.524157954277805102e-04,2.181583661550003431e-04,-3.145916328125000000e+05
-7.562604865837552204e+00,2.818308273069204617e+00,2.676825266938436698e+00,3.888055474163397207e+01,8.886992257376142845e+01,1.285109068734051334e+02,4.018445652683489983e-04,1.491875864126162806e-04,2.254162113327004286e-04,-3.131151367187500000e+05
-7.549671612735472159e+00,2.592402169445046312e+00,1.359722409641906538e+01,2.831444980508296538e+01,8.885401887144909949e+01,1.284387847791608124e+02,3.732429118748378208e-04,1.515914283188595933e-04,2.252610646547746544e-04,-3.131123125000000000e+05
-7.557056979538032238e+00,2.798876248614291740e+00,7.267065325180551483e+00,3.339292985885496279e+01,8.879217755858665839e+01,1.284983255072689872e+02,3.868439237756496666e-04,1.524991176800726412e-04,2.272180671983972699e-04,-3.131080234375000000e+05
-7.533608835599082454e+00,3.843761171109019159e-01,2.456143560281963190e+01,1.856778372378125397e+01,8.942459692441165942e+01,1.283197656119321266e+02,3.044380994310853013e-04,1.482840405082792856e-04,2.441026668470255444e-04,-3.131069218750000000e+05
-7.558634871584207993e+00,2.751177521020241379e+00,1.271537368882457208e+01,2.896647083355963304e+01,8.878875284284639235e+01,1.284853838734724434e+02,3.660654324633984247e-04,1.504536609933170921e-04,2.337505874543694545e-04,-3.131157402343750000e+05
-7.560061760315865520e+00,2.301770954070037511e+00,1.005051908876673572e+01,3.143893707478712685e+01,8.891509666752550345e+01,1.284683923173632536e+02,3.789511938981321264e-04,1.496484818723659038e-04,2.266573113871104682e-04,-3.131178339843750000e+05
-7.539519462718032194e+00,2.195724723395156452e+00,1.934667498177162059e+01,2.202139635200743584e+01,8.893446078191863080e+01,1.284079428445901669e+02,3.987090636010794478e-04,1.470276943814507900e-04,2.166397047652788752e-04,-3.131031191406250000e+05
-7.535162553749242598e+00,1.891547371904777730e+00,2.178590954391668078e+01,2.151015170330759219e+01,8.933544589940923686e+01,1.283972271955704514e+02,3.537395906026437721e-04,1.475360922348759919e-04,2.216999632563693146e-04,-3.131265273437500000e+05
-7.548632687141749287e+00,2.273156263384106701e+00,1.042711082471086215e+01,3.146117781271215819e+01,8.878861430665627097e+01,1.285102372045790844e+02,3.580733465092693964e-04,1.498993194946801112e-04,2.249177637420465901e-04,-3.131142832031250000e+05
-7.559709671017636801e+00,2.708978884373475005e+00,1.218633524037004356e+01,2.825451483408023279e+01,8.868350489965823158e+01,1.284733742372538643e+02,3.834658819567013442e-04,1.436815043211371471e-04,2.241979696472144723e-04,-3.131119082031250000e+05
-7.555009914062152276e+00,2.284530721174650392e+00,1.039052360464351743e+01,3.131766755005962821e+01,8.864202264309373902e+01,1.284272312784549399e+02,3.800255727961819401e-04,1.547642091051889450e-04,2.303598877589242287e-04,-3.131146035156250000e+05
-7.414965802803059169e+00,-1.937437271748605028e+00,1.681316699737878650e+01,1.194729420330532008e+02,8.866698058466235466e+01,1.287519436094637797e+02,4.121441969121617910e-04,1.497455708320524813e-04,2.102719286066725068e-04,-3.138334843750000000e+05
-7.553211918834640493e+00,3.684089258022182456e+00,8.689133505190016038e+00,3.218184205698268840e+01,8.880224264331411632e+01,1.285989000907242428e+02,4.226206029152326208e-04,1.492507910619222348e-04,2.269658523095908847e-04,-3.131239628906250000e+05
-7.537642737199695908e+00,3.156672843651472160e+00,1.816779273312445042e+00,3.886548691311424619e+01,8.859971072600932018e+01,1.286049274931140474e+02,3.757634209771152961e-04,1.557716904795758016e-04,2.277261776123269807e-04,-3.131071308593750000e+05
-7.566271913338132649e+00,2.994208801003626519e+00,9.989506467903639830e+00,3.091816009260428899e+01,8.894707572572274046e+01,1.283586671458115234e+02,4.192267146244257436e-04,1.392189016666503412e-04,2.251659988715563128e-04,-3.131146738281250000e+05
-7.556628468576811919e+00,2.287826257410574105e+00,8.045171805951786936e+00,3.379369620034493948e+01,8.893952809530432546e+01,1.283879621661934038e+02,3.814864625037572973e-04,1.542819981412314333e-04,2.291649810985989721e-04,-3.131200097656250000e+05
-7.545604013641759700e+00,1.199424299592604548e+00,2.204762124823421132e+01,1.983243878948803030e+01,8.901935506163280820e+01,1.283599371411866628e+02,3.306053126564165276e-04,1.564650125601147596e-04,2.274709265615721667e-04,-3.130995292968750000e+05
-7.554505154768874853e+00,2.642960739529720104e+00,6.892422451575529685e+00,3.449786777715395658e+01,8.887852926855322266e+01,1.284810511457273208e+02,3.856040257268798853e-04,1.483692291075179527e-04,2.283608760194489999e-04,-3.131077500000000000e+05
-7.548491057878165655e+00,2.546707655034383677e+00,2.014804468404658877e+01,2.121961728343981690e+01,8.860294380720399943e+01,1.284889222834515579e+02,3.620626945430074342e-04,1.348503019072252378e-04,2.216226115198248632e-04,-3.131016640625000000e+05
-7.552585328952176269e+00,3.421045240474033022e+00,7.544196703915082125e+00,3.319499161490013250e+01,8.865934308861628210e+01,1.285436941438819076e+02,3.678463014901592418e-04,1.442978514508131934e-04,2.284720873618800632e-04,-3.131119472656250000e+05
-7.558041070838600994e+00,3.091828173018728254e+00,1.140082090389127600e+01,2.928502298042111462e+01,8.862147221720596235e+01,1.284482612202531300e+02,4.024964878155924621e-04,1.463108411907962998e-04,2.254937766668585974e-04,-3.131071289062500000e+05
-7.549206090352307719e+00,2.351050873114134632e+00,1.323220154434435614e+01,2.866994768601739452e+01,8.901533123637373990e+01,1.284248520566150376e+02,3.694492559308778829e-04,1.567502195372415643e-04,2.281092343674657227e-04,-3.131149199218750000e+05
-7.552734855761525701e+00,2.669488324727803175e+00,1.062549965862330481e+01,3.068433736703494219e+01,8.845069891359226233e+01,1.284696998106813624e+02,3.680030356946358797e-04,1.493869897614581450e-04,2.283668923375890760e-04,-3.131054765625000000e+05
-7.548771212415178233e+00,2.365139350583470357e+00,8.517148710854947069e+00,3.368266400096313617e+01,8.891673840352450497e+01,1.284871802677916435e+02,3.750627949664631089e-04,1.514642237887249359e-04,2.281460109676263100e-04,-3.131174628906250000e+05
-7.549010493119071796e+00,1.185931959906519895e+00,2.083401024383821110e+01,2.355508344163996171e+01,8.929908629364392425e+01,1.283844044628417578e+02,3.491697474998249270e-04,1.485392272420723225e-04,2.267333359479065504e-04,-3.131426855468750000e+05
-7.554855527949305483e+00,3.322877609929471454e+00,8.947306299866481183e+00,3.103178101117448051e+01,8.864100149048837807e+01,1.285042369420547459e+02,3.845507767688078542e-04,1.444992700383530067e-04,2.249818096545419175e-04,-3.131121093750000000e+05
-7.559335075217275879e+00,2.634367154967444336e+00,6.791441264070019024e+00,3.464195901036354286e+01,8.868985219326931713e+01,1.285111317774623672e+02,3.922245610253024856e-04,1.496900767137461529e-04,2.274729591354993693e-04,-3.131091406250000000e+05
-7.553955706829547090e+00,2.420857033607397568e+00,1.242487700596671019e+01,2.822710011139282926e+01,8.893135495706754057e+01,1.284605783031920510e+02,3.681388932209139590e-04,1.512988905970459673e-04,2.253508377889223047e-04,-3.131242832031250000e+05
-7.555506029492605080e+00,-1.100444882433642135e-01,2.438618163550637874e+01,1.686203615755544760e+01,8.872089519549358272e+01,1.282734640158373338e+02,4.125940435954629200e-04,1.437909328906574683e-04,2.116615973962445384e-04,-3.131239003906250000e+05
-7.540905598261796072e+00,2.783568558527957926e+00,1.465623901469102819e+01,2.676870602577631786e+01,8.861726204338944513e+01,1.284818222100345508e+02,4.088653103534327414e-04,1.438060637027401163e-04,2.200938429091592818e-04,-3.131054082031250000e+05
-7.537695604834754093e+00,1.351940221141852305e+00,2.287451943910171792e+01,1.993034329613115574e+01,8.890921342560311302e+01,1.283309390692556349e+02,3.654717245839713530e-04,1.458526771970475690e-04,2.312953847667390461e-04,-3.130958183593750000e+05
-7.548502483645141758e+00,7.530551333198369779e-01,2.305389959684469403e+01,2.060386066756569079e+01,8.936096861550402082e+01,1.283798225279582539e+02,3.379287535279333361e-04,1.468729140635345110e-04,2.362812457697920196e-04,-3.131084550781250000e+05
-7.563941366139382616e+00,2.926475538437379953e+00,1.249464621729353553e+01,2.890718898143676086e+01,8.879066780330859388e+01,1.284720958299384961e+02,3.894690073307724171e-04,1.501238174568894775e-04,2.276948048098602134e-04,-3.131167246093750000e+05
-7.562318926650334561e+00,3.112366425586752250e+00,3.727323680563662478e+00,3.674000578059173705e+01,8.852866951445130894e+01,1.285800651619360053e+02,3.742475494192637432e-04,1.437247565339170230e-04,2.316787588445777242e-04,-3.131089980468750000e+05
-7.542148450823557226e+00,2.524136807529429927e+00,7.980971667467288810e+00,3.350949345464363915e+01,8.824516561778415280e+01,1.286369062795937168e+02,3.761386450664836096e-04,1.471852607585866874e-04,2.307108840404792404e-04,-3.131074140625000000e+05
-7.551334543790569676e+00,2.711851557015592551e+00,7.745037306042243941e+00,3.395853698380452101e+01,8.836445221266900774e+01,1.284621832736634133e+02,3.747795824078091519e-04,1.488595692524083598e-04,2.281673092576298799e-04,-3.131115839843750000e+05
-7.543558868713694743e+00,2.055658433864676837e+00,2.330722055331832010e+01,1.782203880649480965e+01,8.950116790139941259e+01,1.284085381115027076e+02,3.216491983275567121e-04,1.528055732522353924e-04,2.197650148763575454e-04,-3.131102441406250000e+05
-7.554783806752872088e+00,2.354874649013076748e+00,7.100241098734012546e+00,3.476565924335980640e+01,8.846482339841188036e+01,1.285090282557907813e+02,3.885901961714857038e-04,1.484727932323822287e-04,2.286134575896255755e-04,-3.131140800781250000e+05
-7.541428986956064229e+00,2.766384217275144053e+00,9.021153494999003541e+00,3.282546131767728070e+01,8.922634484007497235e+01,1.284913800187302684e+02,3.559001763198628215e-04,1.537140835714649600e-04,2.277036335672286810e-04,-3.131161054687500000e+05
-7.549619493092198930e+00,3.214762513538827804e+00,6.649494538179433256e+00,3.437389411988812782e+01,8.869384458596273646e+01,1.285032403524335791e+02,3.626058200291502713e-04,1.495860766359436041e-04,2.298902199961171719e-04,-3.131083476562500000e+05
-7.569468664053538021e+00,2.864499722361676604e+00,1.005559308428528453e+01,3.042622199588879894e+01,8.832820865065782812e+01,1.284081447482022611e+02,3.953558859322866908e-04,1.445053795809186307e-04,2.239310586581475611e-04,-3.131164707031250000e+05
-7.565544821399011965e+00,2.615763338503993563e+00,9.177045418497019824e+00,3.213102586105286917e+01,8.889337547393552086e+01,1.284948308188208728e+02,3.770834779199123661e-04,1.515777281951261220e-04,2.253553399560976147e-04,-3.131126777343750000e+05
-7.546266028138195026e+00,3.163624331021539504e+00,7.730887009061095050e+00,3.302536425847573298e+01,8.826167934273185267e+01,1.284465287096186330e+02,3.669951974468588902e-04,1.795517380125972312e-04,2.406286998144107671e-04,-3.131076914062500000e+05
-7.533873762197712765e+00,2.704513520820535533e+00,1.674740039456738572e+01,2.452610642846824973e+01,8.868609805148739156e+01,1.285464017613828958e+02,3.329336866995015074e-04,1.280406575263840895e-04,2.186325960593449649e-04,-3.131078164062500000e+05
-7.561373894191282474e+00,2.096310196849004992e+00,2.045425757714294690e+01,2.050545854033979154e+01,8.887996534321315778e+01,1.284127245883779835e+02,3.609910673817035291e-04,1.512366183771243950e-04,2.351876136018819612e-04,-3.131023945312500000e+05
-7.546907420789970899e+00,2.574968076765347114e+00,1.241529974994123897e+01,2.956429847278434764e+01,8.931994035568767742e+01,1.284742381097599662e+02,3.737199632664276730e-04,1.524029457600558778e-04,2.280572970756312545e-04,-3.131177460937500000e+05
-7.557483008580552664e+00,2.883668013385888962e+00,1.161999908744684973e+01,2.929951231391543587e+01,8.905861009935550499e+01,1.283825713496819674e+02,4.118123141529751795e-04,1.453565867362631133e-04,2.212677503632369124e-04,-3.131111718750000000e+05
-7.565684220654418368e+00,2.506535968925336810e+00,9.210995499683169996e+00,3.181366916926703681e+01,8.877842036095313460e+01,1.284385574721501371e+02,3.942706818559431857e-04,1.488857821082719671e-04,2.287984505214720713e-04,-3.131146816406250000e+05
-7.551505912921221864e+00,2.613915601120047949e+00,1.041480189633840681e+01,3.280976133252168125e+01,8.894875316176469937e+01,1.284905343681769523e+02,3.981307819037993687e-04,1.515007667677193554e-04,2.254520366586027847e-04,-3.131611894531250000e+05
-7.489772012039178861e+00,2.651891693621983848e-01,4.635577682996236959e+00,7.366033149322822737e+01,8.778099463218754295e+01,1.286770317516175055e+02,4.137065827146842981e-04,1.524157954277805102e-04,2.181583661550003431e-04,-3.145916328125000000e+05
-7.559200253349667165e+00,3.039986962274889404e+00,5.431713276420364167e+00,3.543225587498660190e+01,8.876934784207580265e+01,1.285079764899457473e+02,3.942466712111437465e-04,1.471278103768877080e-04,2.252253602690940841e-04,-3.131068007812500000e+05
-7.547129160948985671e+00,2.493060327605036708e+00,1.503708675109533566e+01,2.673845014326319713e+01,8.887416432621782292e+01,1.284310608850582582e+02,3.796205228084924624e-04,1.504485104657661131e-04,2.231019760070162997e-04,-3.131088007812500000e+05
-7.557056979538032238e+00,2.798876248614291740e+00,7.267065325180551483e+00,3.339292985885496279e+01,8.879217755858665839e+01,1.284983255072689872e+02,3.868439237756496666e-04,1.524991176800726412e-04,2.272180671983972699e-04,-3.131080234375000000e+05
-7.533608835599082454e+00,3.843761171109019159e-01,2.456143560281963190e+01,1.856778372378125397e+01,8.942459692441165942e+01,1.283197656119321266e+02,3.044380994310853013e-04,1.482840405082792856e-04,2.441026668470255444e-04,-3.131069218750000000e+05
-7.560441848183968361e+00,2.715766227792274723e+00,1.179008818630832067e+01,2.979401329574710644e+01,8.881611203520671438e+01,1.284878542834813970e+02,3.689466907718689462e-04,1.507476085884031818e-04,2.315552001961183512e-04,-3.131137851562500000e+05
-7.565639274597651287e+00,3.049048214985471184e+00,3.776204305819248930e+00,3.666701449926630829e+01,8.869995715416854409e+01,1.285111284919019567e+02,3.987451008662029140e-04,1.509877325482348231e-04,2.220136270982546618e-04,-3.131093769531250000e+05
-7.538875572561314797e+00,2.173260275186438495e+00,1.982647884891038359e+01,2.144186513965769691e+01,8.893369302144384392e+01,1.284035061791751104e+02,3.987401278349749401e-04,1.467874091234321293e-04,2.161663224320902539e-04,-3.131025527343750000e+05
-7.535162553749242598e+00,1.891547371904777730e+00,2.178590954391668078e+01,2.151015170330759219e+01,8.933544589940923686e+01,1.283972271955704514e+02,3.537395906026437721e-04,1.475360922348759919e-04,2.216999632563693146e-04,-3.131265273437500000e+05
-7.548632687141749287e+00,2.273156263384106701e+00,1.042711082471086215e+01,3.146117781271215819e+01,8.878861430665627097e+01,1.285102372045790844e+02,3.580733465092693964e-04,1.498993194946801112e-04,2.249177637420465901e-04,-3.131142832031250000e+05
-7.559709671017636801e+00,2.708978884373475005e+00,1.218633524037004356e+01,2.825451483408023279e+01,8.868350489965823158e+01,1.284733742372538643e+02,3.834658819567013442e-04,1.436815043211371471e-04,2.241979696472144723e-04,-3.131119082031250000e+05
-7.566421974454629051e+00,2.899211848099603195e+00,2.162178336509963827e+00,3.882318396355347545e+01,8.846591412462711901e+01,1.284906985812664573e+02,3.896181815777014922e-04,1.606379023025047807e-04,2.297432909192842130e-04,-3.131127246093750000e+05
-7.414965802803059169e+00,-1.937437271748605028e+00,1.681316699737878650e+01,1.194729420330532008e+02,8.866698058466235466e+01,1.287519436094637797e+02,4.121441969121617910e-04,1.497455708320524813e-04,2.102719286066725068e-04,-3.138334843750000000e+05
-7.553211918834640493e+00,3.684089258022182456e+00,8.689133505190016038e+00,3.218184205698268840e+01,8.880224264331411632e+01,1.285989000907242428e+02,4.226206029152326208e-04,1.492507910619222348e-04,2.269658523095908847e-04,-3.131239628906250000e+05
-7.537642737199695908e+00,3.156672843651472160e+00,1.816779273312445042e+00,3.886548691311424619e+01,8.859971072600932018e+01,1.286049274931140474e+02,3.757634209771152961e-04,1.557716904795758016e-04,2.277261776123269807e-04,-3.131071308593750000e+05
-7.566271913338132649e+00,2.994208801003626519e+00,9.989506467903639830e+00,3.091816009260428899e+01,8.894707572572274046e+01,1.283586671458115234e+02,4.192267146244257436e-04,1.392189016666503412e-04,2.251659988715563128e-04,-3.131146738281250000e+05
-7.556628468576811919e+00,2.287826257410574105e+00,8.045171805951786936e+00,3.379369620034493948e+01,8.893952809530432546e+01,1.283879621661934038e+02,3.814864625037572973e-04,1.542819981412314333e-04,2.291649810985989721e-04,-3.131200097656250000e+05
-7.545604013641759700e+00,1.199424299592604548e+00,2.204762124823421132e+01,1.983243878948803030e+01,8.901935506163280820e+01,1.283599371411866628e+02,3.306053126564165276e-04,1.564650125601147596e-04,2.274709265615721667e-04,-3.130995292968750000e+05
-7.552651561540873359e+00,2.790479473562767154e+00,3.232635087096259241e+00,3.827384957086957229e+01,8.887814173044748145e+01,1.284994897028200853e+02,3.922460614926967970e-04,1.475954374398869787e-04,2.265186173786768429e-04,-3.131080449218750000e+05
-7.548275112478883386e+00,2.550561257668515935e+00,1.909360443078973191e+01,2.235750141405845781e+01,8.870071374900473415e+01,1.284869199435375720e+02,3.636522844609152254e-04,1.372437875823928578e-04,2.225000478668026855e-04,-3.131022207031250000e+05
