m_disk,sb_law,scale_factor,r_in,d_r,inc,pa,mar_starflux,aug_starflux,jun_starflux,lnprob
-7.543397593474850282e+00,2.830965157078273897e+00,3.352311886962930365e-02,1.020932112841645001e+01,3.083089994052642169e+01,9.134340661805579487e+01,1.284854584029785656e+02,3.618833260564609288e-04,8.776205955234961473e-05,2.301696258901599968e-04,-3.096009101562500000e+05
-7.535454622923879242e+00,1.430231259088421414e+00,3.733559456958399775e-02,2.316253525201060626e+01,1.892589892467757551e+01,8.929948103387255287e+01,1.285352155122010060e+02,4.450422884516615218e-04,1.608557726401015878e-04,2.055479916352725013e-04,-3.095881328125000000e+05
-7.537903443056825914e+00,2.082841138058982633e+00,3.245441865269532017e-02,2.146644933607032257e+01,2.040218914289388152e+01,9.144717828944069993e+01,1.285723217746626972e+02,3.895203686105771991e-04,1.275394953094488104e-04,2.618504492951308801e-04,-3.095878730468750000e+05
-7.545702886861796799e+00,1.738131413352881127e+00,3.941678507669037906e-02,2.377194260621196875e+01,1.800098085150947469e+01,8.896252714938468387e+01,1.286418894607423056e+02,4.202347062375369458e-04,1.333363689251173558e-04,2.161414495426050618e-04,-3.095927734375000000e+05
-7.533565387858448759e+00,1.709858693012291653e+00,3.288519130443873228e-02,2.305344321958616050e+01,1.928263823077088190e+01,9.130166131084510539e+01,1.285478442731595408e+02,4.466466897844586972e-04,1.526273054076419803e-04,2.738857617735079592e-04,-3.095893691406250000e+05
-7.524298533593111848e+00,1.646910846860255573e+00,3.206230728911201727e-02,2.357221606746044884e+01,1.870453241781330433e+01,9.179067898371482670e+01,1.285633900983271189e+02,4.362640808415622407e-04,1.483703622847757644e-04,2.287416959231476925e-04,-3.095920175781250000e+05
-7.556710197995934131e+00,2.868693280162711634e+00,3.024032439681562101e-02,8.546659459163624462e+00,3.181704177218019680e+01,9.184840322074452956e+01,1.285035993576682358e+02,3.397438879306084779e-04,1.240806721024047818e-04,2.185266979573697438e-04,-3.096008769531250000e+05
-7.537741944514265491e+00,2.133006602610978408e+00,3.425455469106414991e-02,2.273392062565740446e+01,1.894087072216908396e+01,9.133604914493270144e+01,1.285504842915358950e+02,4.160023019539010707e-04,1.649743782085418193e-04,2.700875723219835515e-04,-3.095864335937500000e+05
-7.548112081430058851e+00,2.879435422503768383e+00,3.776517153254393966e-02,1.408642882981271249e+01,2.674236508928882117e+01,8.910027632977849521e+01,1.285667178890411151e+02,3.419809526381182674e-04,1.628543696701145434e-04,2.659225186449845233e-04,-3.096094667968750000e+05
-7.555206149246126657e+00,2.836083137752182459e+00,3.339975646552358762e-02,1.061227699509614197e+01,3.011784453585082844e+01,9.174756406609027692e+01,1.284039394570251034e+02,3.656163523223280275e-04,1.031054980080601879e-04,2.053897606930288528e-04,-3.096030292968750000e+05
-7.539834679650257776e+00,2.142166086186137353e+00,2.628961901719648747e-02,2.161143950102882627e+01,1.961329680075673210e+01,9.179761982483077531e+01,1.286075185407042056e+02,4.043522771863325557e-04,1.683530189648858606e-04,2.136133885317875562e-04,-3.095873242187500000e+05
-7.549370481100334374e+00,2.158534056333724305e+00,3.061106007770222903e-02,2.132492094728558740e+01,2.032517066570247266e+01,9.155776467434021981e+01,1.285334592376718490e+02,4.368287500492605471e-04,1.484517392887995226e-04,2.426277787796191413e-04,-3.095878789062500000e+05
-7.540684852146380734e+00,2.311278037042120648e+00,2.981211498001352933e-02,2.201915312986700357e+01,1.940004842460703571e+01,9.152369312538040447e+01,1.285519889813899397e+02,4.243340778916184549e-04,1.432468066742305097e-04,2.487055098868478026e-04,-3.095866796875000000e+05
-7.548590041564630759e+00,3.110039756193033522e+00,2.670592406216119874e-02,6.566154350614000990e+00,3.396406433823224091e+01,9.161865480758523006e+01,1.284291105796453110e+02,3.657777214687974289e-04,9.365361394285283403e-05,1.963348226056214722e-04,-3.095999472656250000e+05
-7.544064274377230817e+00,2.427369282095573677e+00,3.360901118680974936e-02,2.196846883941354278e+01,1.933563204758852194e+01,9.125431895723865239e+01,1.285381915319672999e+02,4.272730161590097722e-04,1.184033152313315686e-04,2.513599925887281599e-04,-3.095887949218750000e+05
-7.562560810877926087e+00,5.048885495633776088e+00,-1.343376598688132695e-01,4.740486476106209324e+00,1.858662341771703197e+01,9.128234604592509527e+01,1.284798499423473288e+02,5.348389461575223840e-04,1.697116130461416442e-04,4.601016434458913814e-04,-inf
-7.537524633382495232e+00,2.215044799652181595e+00,3.027984598742617176e-02,2.187550048841783124e+01,1.947267206273636120e+01,9.132065337118665127e+01,1.286298972217301184e+02,3.905409622222126998e-04,1.431688931694572267e-04,2.324853007058697311e-04,-3.095889570312500000e+05
-7.515680938978744230e+00,4.903543071020913580e+00,-4.763976149492837181e-02,1.090287405268455956e+01,2.608923811121478664e+01,8.943220880557895214e+01,1.285752610360190715e+02,4.211328008479691635e-04,2.468556685359337322e-04,1.995874010932490394e-04,-inf
-7.553271235965182129e+00,2.637676484631735097e+00,2.720438136563274947e-02,5.977960737839817185e+00,3.539448208001104490e+01,9.180673559388021943e+01,1.284126786468250998e+02,3.202003792340618821e-04,1.266280617867363120e-04,2.379518328339802729e-04,-3.096006914062500000e+05
-7.535441539523303867e+00,1.876129396832873164e+00,3.304700577767637204e-02,2.222354511743680661e+01,1.979410526335049525e+01,9.163622503983879142e+01,1.285331787607530316e+02,4.442541098487954167e-04,1.493346732018321064e-04,2.265196716426859705e-04,-3.095873535156250000e+05
-7.529987044362357551e+00,1.858302790901613877e+00,3.080929868058426835e-02,2.274621629990153338e+01,1.906121748180484232e+01,9.155997425736214268e+01,1.286006581481922808e+02,4.415195092616424851e-04,1.299285165156117148e-04,2.294440285802481203e-04,-3.095881113281250000e+05
-7.544918503860928993e+00,2.352388034881429668e+00,3.395211382990611509e-02,2.253919728556613222e+01,1.895129535114595498e+01,9.139408972712172385e+01,1.285952192942958163e+02,4.093252124499316587e-04,1.682693861641001249e-04,2.174169897547356147e-04,-3.095909902343750000e+05
-7.535979675934979305e+00,2.345801376155442153e+00,3.139827647066785465e-02,2.214900846086752040e+01,1.950254220870888133e+01,9.152256560818045728e+01,1.285810337490701727e+02,3.961730634215604192e-04,1.728155247192809561e-04,1.989597156681778133e-04,-3.095912617187500000e+05
-7.527975769743149748e+00,2.084888478359030461e+00,3.656125290860388205e-02,2.199851422024785919e+01,1.970850158764352500e+01,9.125833225446727681e+01,1.285719849053462269e+02,4.145671083718669445e-04,1.312422529042770575e-04,2.606954494671849575e-04,-3.095892695312500000e+05
-7.533667518435332333e+00,1.643481653372675044e+00,2.810225600083531006e-02,2.270065131468660269e+01,1.936713521618544576e+01,9.154341894312663896e+01,1.286165347119241744e+02,4.264582349948716541e-04,1.649975197957081910e-04,2.718411012868519406e-04,-3.095877167968750000e+05
-7.533137376167618804e+00,2.171296316064937226e+00,3.330025083683443160e-02,2.242310264536379805e+01,1.904825711721113635e+01,9.171706968479897171e+01,1.285994216048430587e+02,4.079947471300030036e-04,1.341409259312979839e-04,2.014044030559765321e-04,-3.095899902343750000e+05
-7.543397593474850282e+00,2.830965157078273897e+00,3.352311886962930365e-02,1.020932112841645001e+01,3.083089994052642169e+01,9.134340661805579487e+01,1.284854584029785656e+02,3.618833260564609288e-04,8.776205955234961473e-05,2.301696258901599968e-04,-3.096009101562500000e+05
-7.535454622923879242e+00,1.430231259088421414e+00,3.733559456958399775e-02,2.316253525201060626e+01,1.892589892467757551e+01,8.929948103387255287e+01,1.285352155122010060e+02,4.450422884516615218e-04,1.608557726401015878e-04,2.055479916352725013e-04,-3.095881328125000000e+05
-7.536925549453956208e+00,1.949683936910611148e+00,3.226420269098868865e-02,2.347008462512915727e+01,1.854600232614265565e+01,9.146564841600904572e+01,1.285877824244503245e+02,3.944394343549824378e-04,1.346194070348039399e-04,2.674892600637140939e-04,-3.095910351562500000e+05
-7.545702886861796799e+00,1.738131413352881127e+00,3.941678507669037906e-02,2.377194260621196875e+01,1.800098085150947469e+01,8.896252714938468387e+01,1.286418894607423056e+02,4.202347062375369458e-04,1.333363689251173558e-04,2.161414495426050618e-04,-3.095927734375000000e+05
-7.533565387858448759e+00,1.709858693012291653e+00,3.288519130443873228e-02,2.305344321958616050e+01,1.928263823077088190e+01,9.130166131084510539e+01,1.285478442731595408e+02,4.466466897844586972e-04,1.526273054076419803e-04,2.738857617735079592e-04,-3.095893691406250000e+05
-7.525276648520885736e+00,1.707549496264475941e+00,3.213711943287280576e-02,2.288786578534803695e+01,1.932555675969600628e+01,9.176777294643652283e+01,1.285593990037371555e+02,4.324548395990684144e-04,1.452664458607903330e-04,2.288148241098332265e-04,-3.095890292968750000e+05
-7.556710197995934131e+00,2.868693280162711634e+00,3.024032439681562101e-02,8.546659459163624462e+00,3.181704177218019680e+01,9.184840322074452956e+01,1.285035993576682358e+02,3.397438879306084779e-04,1.240806721024047818e-04,2.185266979573697438e-04,-3.096008769531250000e+05
-7.545835316323755038e+00,2.172882795641848830e+00,3.234296015539694924e-02,2.334336266509979652e+01,1.830472380156517787e+01,9.140045426824406150e+01,1.285326664185428740e+02,4.171916678571561585e-04,1.929286835952467947e-04,2.778709618399661748e-04,-3.095913398437500000e+05
-7.548112081430058851e+00,2.879435422503768383e+00,3.776517153254393966e-02,1.408642882981271249e+01,2.674236508928882117e+01,8.910027632977849521e+01,1.285667178890411151e+02,3.419809526381182674e-04,1.628543696701145434e-04,2.659225186449845233e-04,-3.096094667968750000e+05
-7.555206149246126657e+00,2.836083137752182459e+00,3.339975646552358762e-02,1.061227699509614197e+01,3.011784453585082844e+01,9.174756406609027692e+01,1.284039394570251034e+02,3.656163523223280275e-04,1.031054980080601879e-04,2.053897606930288528e-04,-3.096030292968750000e+05
-7.539834679650257776e+00,2.142166086186137353e+00,2.628961901719648747e-02,2.161143950102882627e+01,1.961329680075673210e+01,9.179761982483077531e+01,1.286075185407042056e+02,4.043522771863325557e-04,1.683530189648858606e-04,2.136133885317875562e-04,-3.095873242187500000e+05
-7.549286866893099912e+00,2.154158008500658639e+00,3.065146481691629829e-02,2.133596235496192506e+01,2.031676306368125040e+01,9.154419565158114835e+01,1.285334697903449523e+02,4.368781015512231873e-04,1.485262696125516115e-04,2.424049828178333481e-04,-3.095877714843750000e+05
-7.540684852146380734e+00,2.311278037042120648e+00,2.981211498001352933e-02,2.201915312986700357e+01,1.940004842460703571e+01,9.152369312538040447e+01,1.285519889813899397e+02,4.243340778916184549e-04,1.432468066742305097e-04,2.487055098868478026e-04,-3.095866796875000000e+05
-7.548590041564630759e+00,3.110039756193033522e+00,2.670592406216119874e-02,6.566154350614000990e+00,3.396406433823224091e+01,9.161865480758523006e+01,1.284291105796453110e+02,3.657777214687974289e-04,9.365361394285283403e-05,1.963348226056214722e-04,-3.095999472656250000e+05
-7.544064274377230817e+00,2.427369282095573677e+00,3.360901118680974936e-02,2.196846883941354278e+01,1.933563204758852194e+01,9.125431895723865239e+01,1.285381915319672999e+02,4.272730161590097722e-04,1.184033152313315686e-04,2.513599925887281599e-04,-3.095887949218750000e+05
-7.562560810877926087e+00,5.048885495633776088e+00,-1.343376598688132695e-01,4.740486476106209324e+00,1.858662341771703197e+01,9.128234604592509527e+01,1.284798499423473288e+02,5.348389461575223840e-04,1.697116130461416442e-04,4.601016434458913814e-04,-inf
-7.537524633382495232e+00,2.215044799652181595e+00,3.027984598742617176e-02,2.187550048841783124e+01,1.947267206273636120e+01,9.132065337118665127e+01,1.286298972217301184e+02,3.905409622222126998e-04,1.431688931694572267e-04,2.324853007058697311e-04,-3.095889570312500000e+05
-7.515680938978744230e+00,4.903543071020913580e+00,-4.763976149492837181e-02,1.090287405268455956e+01,2.608923811121478664e+01,8.943220880557895214e+01,1.285752610360190715e+02,4.211328008479691635e-04,2.468556685359337322e-04,1.995874010932490394e-04,-inf
-7.553271235965182129e+00,2.637676484631735097e+00,2.720438136563274947e-02,5.977960737839817185e+00,3.539448208001104490e+01,9.180673559388021943e+01,1.284126786468250998e+02,3.202003792340618821e-04,1.266280617867363120e-04,2.379518328339802729e-04,-3.096006914062500000e+05
-7.535441539523303867e+00,1.876129396832873164e+00,3.304700577767637204e-02,2.222354511743680661e+01,1.979410526335049525e+01,9.163622503983879142e+01,1.285331787607530316e+02,4.442541098487954167e-04,1.493346732018321064e-04,2.265196716426859705e-04,-3.095873535156250000e+05
-7.529987044362357551e+00,1.858302790901613877e+00,3.080929868058426835e-02,2.274621629990153338e+01,1.906121748180484232e+01,9.155997425736214268e+01,1.286006581481922808e+02,4.415195092616424851e-04,1.299285165156117148e-04,2.294440285802481203e-04,-3.095881113281250000e+05
-7.546389495713854423e+00,2.421549784628981072e+00,3.387313432074856578e-02,2.083381165835440996e+01,2.054795836400809961e+01,9.144463169793935720e+01,1.285678689073298244e+02,4.030754463721804011e-04,1.589518460474499835e-04,2.156972613523074631e-04,-3.095903984375000000e+05
-7.535979675934979305e+00,2.345801376155442153e+00,3.139827647066785465e-02,2.214900846086752040e+01,1.950254220870888133e+01,9.152256560818045728e+01,1.285810337490701727e+02,3.961730634215604192e-04,1.728155247192809561e-04,1.989597156681778133e-04,-3.095912617187500000e+05
-7.527975769743149748e+00,2.084888478359030461e+00,3.656125290860388205e-02,2.199851422024785919e+01,1.970850158764352500e+01,9.125833225446727681e+01,1.285719849053462269e+02,4.145671083718669445e-04,1.312422529042770575e-04,2.606954494671849575e-04,-3.095892695312500000e+05
-7.534102196029738963e+00,1.680674984272332306e+00,2.839304035199995135e-02,2.244142509172809952e+01,1.958907666090810551e+01,9.146989789895587819e+01,1.286150355833773631e+02,4.239160755754239418e-04,1.649330263706467699e-04,2.716629944610515811e-04,-3.095886210937500000e+05
-7.533137376167618804e+00,2.171296316064937226e+00,3.330025083683443160e-02,2.242310264536379805e+01,1.904825711721113635e+01,9.171706968479897171e+01,1.285994216048430587e+02,4.079947471300030036e-04,1.341409259312979839e-04,2.014044030559765321e-04,-3.095899902343750000e+05
-7.543397593474850282e+00,2.830965157078273897e+00,3.352311886962930365e-02,1.020932112841645001e+01,3.083089994052642169e+01,9.134340661805579487e+01,1.284854584029785656e+02,3.618833260564609288e-04,8.776205955234961473e-05,2.301696258901599968e-04,-3.096009101562500000e+05
-7.535454622923879242e+00,1.430231259088421414e+00,3.733559456958399775e-02,2.316253525201060626e+01,1.892589892467757551e+01,8.929948103387255287e+01,1.285352155122010060e+02,4.450422884516615218e-04,1.608557726401015878e-04,2.055479916352725013e-04,-3.095881328125000000e+05
-7.536925549453956208e+00,1.949683936910611148e+00,3.226420269098868865e-02,2.347008462512915727e+01,1.854600232614265565e+01,9.146564841600904572e+01,1.285877824244503245e+02,3.944394343549824378e-04,1.346194070348039399e-04,2.674892600637140939e-04,-3.095910351562500000e+05
-7.545702886861796799e+00,1.738131413352881127e+00,3.941678507669037906e-02,2.377194260621196875e+01,1.800098085150947469e+01,8.896252714938468387e+01,1.286418894607423056e+02,4.202347062375369458e-04,1.333363689251173558e-04,2.161414495426050618e-04,-3.095927734375000000e+05
-7.533565387858448759e+00,1.709858693012291653e+00,3.288519130443873228e-02,2.305344321958616050e+01,1.928263823077088190e+01,9.130166131084510539e+01,1.285478442731595408e+02,4.466466897844586972e-04,1.526273054076419803e-04,2.738857617735079592e-04,-3.095893691406250000e+05
-7.529543677616027608e+00,1.884353864466364437e+00,3.149007096580655474e-02,2.253517167070611293e+01,1.937680970338484343e+01,9.161200264967703788e+01,1.285839596111130163e+02,4.178526224769819842e-04,1.445356874165530669e-04,2.300935675607184826e-04,-3.095855488281250000e+05
-7.556710197995934131e+00,2.868693280162711634e+00,3.024032439681562101e-02,8.546659459163624462e+00,3.181704177218019680e+01,9.184840322074452956e+01,1.285035993576682358e+02,3.397438879306084779e-04,1.240806721024047818e-04,2.185266979573697438e-04,-3.096008769531250000e+05
-7.545835316323755038e+00,2.172882795641848830e+00,3.234296015539694924e-02,2.334336266509979652e+01,1.830472380156517787e+01,9.140045426824406150e+01,1.285326664185428740e+02,4.171916678571561585e-04,1.929286835952467947e-04,2.778709618399661748e-04,-3.095913398437500000e+05
-7.548112081430058851e+00,2.879435422503768383e+00,3.776517153254393966e-02,1.408642882981271249e+01,2.674236508928882117e+01,8.910027632977849521e+01,1.285667178890411151e+02,3.419809526381182674e-04,1.628543696701145434e-04,2.659225186449845233e-04,-3.096094667968750000e+05
-7.555206149246126657e+00,2.836083137752182459e+00,3.339975646552358762e-02,1.061227699509614197e+01,3.011784453585082844e+01,9.174756406609027692e+01,1.284039394570251034e+02,3.656163523223280275e-04,1.031054980080601879e-04,2.053897606930288528e-04,-3.096030292968750000e+05
-7.539834679650257776e+00,2.142166086186137353e+00,2.628961901719648747e-02,2.161143950102882627e+01,1.961329680075673210e+01,9.179761982483077531e+01,1.286075185407042056e+02,4.043522771863325557e-04,1.683530189648858606e-04,2.136133885317875562e-04,-3.095873242187500000e+05
-7.549286866893099912e+00,2.154158008500658639e+00,3.065146481691629829e-02,2.133596235496192506e+01,2.031676306368125040e+01,9.154419565158114835e+01,1.285334697903449523e+02,4.368781015512231873e-04,1.485262696125516115e-04,2.424049828178333481e-04,-3.095877714843750000e+05
-7.539747013299098022e+00,2.221435269985309713e+00,2.960993772971182852e-02,2.207931471858351102e+01,1.942697950228983927e+01,9.151602885548003030e+01,1.285609713057716590e+02,4.242745246043989676e-04,1.463364681910440425e-04,2.519762900230224719e-04,-3.095861562500000000e+05
-7.549247511714917813e+00,3.149885065784753468e+00,2.646127757578452255e-02,5.753706739287395067e+00,3.471804875130244028e+01,9.162366463697709662e+01,1.284211897189845502e+02,3.641929910471265784e-04,8.952632731979194027e-05,1.961979678238483043e-04,-3.096008613281250000e+05
-7.544064274377230817e+00,2.427369282095573677e+00,3.360901118680974936e-02,2.196846883941354278e+01,1.933563204758852194e+01,9.125431895723865239e+01,1.285381915319672999e+02,4.272730161590097722e-04,1.184033152313315686e-04,2.513599925887281599e-04,-3.095887949218750000e+05
-7.562560810877926087e+00,5.048885495633776088e+00,-1.343376598688132695e-01,4.740486476106209324e+00,1.858662341771703197e+01,9.128234604592509527e+01,1.284798499423473288e+02,5.348389461575223840e-04,1.697116130461416442e-04,4.601016434458913814e-04,-inf
-7.537083903317384426e+00,2.158809159725247895e+00,3.056986437709910756e-02,2.200662516190721973e+01,1.945151812756695264e+01,9.131853923809232754e+01,1.286207633599510416e+02,3.967864655160674718e-04,1.442217722132710974e-04,2.370938625622002831e-04,-3.095878261718750000e+05
-7.515680938978744230e+00,4.903543071020913580e+00,-4.763976149492837181e-02,1.090287405268455956e+01,2.608923811121478664e+01,8.943220880557895214e+01,1.285752610360190715e+02,4.211328008479691635e-04,2.468556685359337322e-04,1.995874010932490394e-04,-inf
-7.553271235965182129e+00,2.637676484631735097e+00,2.720438136563274947e-02,5.977960737839817185e+00,3.539448208001104490e+01,9.180673559388021943e+01,1.284126786468250998e+02,3.202003792340618821e-04,1.266280617867363120e-04,2.379518328339802729e-04,-3.096006914062500000e+05
-7.536316070970437764e+00,1.953633237248329380e+00,3.312243243325999065e-02,2.183670432954022189e+01,2.003251562885657222e+01,9.179217538626124906e+01,1.285263427186418994e+02,4.431388554518754996e-04,1.477998770220958959e-04,2.044408940453727968e-04,-3.095910351562500000e+05
-7.531105373558432348e+00,1.890539221428308547e+00,3.029602929390404209e-02,2.261734738994437066e+01,1.912391338827200116e+01,9.158696205378717536e+01,1.286014372364726910e+02,4.372986786203849024e-04,1.342921268319341910e-04,2.276462500840751614e-04,-3.095874121093750000e+05
-7.546389495713854423e+00,2.421549784628981072e+00,3.387313432074856578e-02,2.083381165835440996e+01,2.054795836400809961e+01,9.144463169793935720e+01,1.285678689073298244e+02,4.030754463721804011e-04,1.589518460474499835e-04,2.156972613523074631e-04,-3.095903984375000000e+05
-7.535979675934979305e+00,2.345801376155442153e+00,3.139827647066785465e-02,2.214900846086752040e+01,1.950254220870888133e+01,9.152256560818045728e+01,1.285810337490701727e+02,3.961730634215604192e-04,1.728155247192809561e-04,1.989597156681778133e-04,-3.095912617187500000e+05
-7.527975769743149748e+00,2.084888478359030461e+00,3.656125290860388205e-02,2.199851422024785919e+01,1.970850158764352500e+01,9.125833225446727681e+01,1.285719849053462269e+02,4.145671083718669445e-04,1.312422529042770575e-04,2.606954494671849575e-04,-3.095892695312500000e+05
-7.533180857724481427e+00,1.591298205689103407e+00,2.851055569993943620e-02,2.345659271616341357e+01,1.866873258913106071e+01,9.146054377331344654e+01,1.286268278512899883e+02,4.275492230533518259e-04,1.695202586048706345e-04,2.762537749501070279e-04,-3.095901171875000000e+05
-7.533137376167618804e+00,2.171296316064937226e+00,3.330025083683443160e-02,2.242310264536379805e+01,1.904825711721113635e+01,9.171706968479897171e+01,1.285994216048430587e+02,4.079947471300030036e-04,1.341409259312979839e-04,2.014044030559765321e-04,-3.095899902343750000e+05
-7.543397593474850282e+00,2.830965157078273897e+00,3.352311886962930365e-02,1.020932112841645001e+01,3.083089994052642169e+01,9.134340661805579487e+01,1.284854584029785656e+02,3.618833260564609288e-04,8.776205955234961473e-05,2.301696258901599968e-04,-3.096009101562500000e+05
-7.535454622923879242e+00,1.430231259088421414e+00,3.733559456958399775e-02,2.316253525201060626e+01,1.892589892467757551e+01,8.929948103387255287e+01,1.285352155122010060e+02,4.450422884516615218e-04,1.608557726401015878e-04,2.055479916352725013e-04,-3.095881328125000000e+05
-7.536925549453956208e+00,1.949683936910611148e+00,3.226420269098868865e-02,2.347008462512915727e+01,1.854600232614265565e+01,9.146564841600904572e+01,1.285877824244503245e+02,3.944394343549824378e-04,1.346194070348039399e-04,2.674892600637140939e-04,-3.095910351562500000e+05
-7.545702886861796799e+00,1.738131413352881127e+00,3.941678507669037906e-02,2.377194260621196875e+01,1.800098085150947469e+01,8.896252714938468387e+01,1.286418894607423056e+02,4.202347062375369458e-04,1.333363689251173558e-04,2.161414495426050618e-04,-3.095927734375000000e+05
-7.533662508152999315e+00,1.739803366872063828e+00,3.399008754255041648e-02,2.295162025593024069e+01,1.943769161014395408e+01,9.126153256620118270e+01,1.285278954897090671e+02,4.514701130490069358e-04,1.483606733665600167e-04,2.732876756499615306e-04,-3.095906933593750000e+05
-7.527326066215379363e+00,1.707286466391709334e+00,3.037303917764009806e-02,2.260432759591542151e+01,1.957955402107076281e+01,9.154716753577592669e+01,1.285744182728287228e+02,4.239357528346879398e-04,1.509501212500510793e-04,2.477971721807037896e-04,-3.095866933593750000e+05
-7.556710197995934131e+00,2.868693280162711634e+00,3.024032439681562101e-02,8.546659459163624462e+00,3.181704177218019680e+01,9.184840322074452956e+01,1.285035993576682358e+02,3.397438879306084779e-04,1.240806721024047818e-04,2.185266979573697438e-04,-3.096008769531250000e+05
-7.545835316323755038e+00,2.172882795641848830e+00,3.234296015539694924e-02,2.334336266509979652e+01,1.830472380156517787e+01,9.140045426824406150e+01,1.285326664185428740e+02,4.171916678571561585e-04,1.929286835952467947e-04,2.778709618399661748e-04,-3.095913398437500000e+05
-7.548112081430058851e+00,2.879435422503768383e+00,3.776517153254393966e-02,1.408642882981271249e+01,2.674236508928882117e+01,8.910027632977849521e+01,1.285667178890411151e+02,3.419809526381182674e-04,1.628543696701145434e-04,2.659225186449845233e-04,-3.096094667968750000e+05
-7.555206149246126657e+00,2.836083137752182459e+00,3.339975646552358762e-02,1.061227699509614197e+01,3.011784453585082844e+01,9.174756406609027692e+01,1.284039394570251034e+02,3.656163523223280275e-04,1.031054980080601879e-04,2.053897606930288528e-04,-3.096030292968750000e+05
-7.541496808921631434e+00,2.054366384514971777e+00,2.408696249129386666e-02,2.137966044982099945e+01,1.966104991929516643e+01,9.191621261966969314e+01,1.286189377637899440e+02,4.078788394465376996e-04,1.664289581893650509e-04,2.199314884348334644e-04,-3.095889257812500000e+05
-7.549286866893099912e+00,2.154158008500658639e+00,3.065146481691629829e-02,2.133596235496192506e+01,2.031676306368125040e+01,9.154419565158114835e+01,1.285334697903449523e+02,4.368781015512231873e-04,1.485262696125516115e-04,2.424049828178333481e-04,-3.095877714843750000e+05
-7.539747013299098022e+00,2.221435269985309713e+00,2.960993772971182852e-02,2.207931471858351102e+01,1.942697950228983927e+01,9.151602885548003030e+01,1.285609713057716590e+02,4.242745246043989676e-04,1.463364681910440425e-04,2.519762900230224719e-04,-3.095861562500000000e+05
-7.550024217230787649e+00,3.051012676547018021e+00,2.660472001282553761e-02,5.796994824354384512e+00,3.484862168941859295e+01,9.165900309786016464e+01,1.284195468139838567e+02,3.557010313283445291e-04,9.668813066825038293e-05,2.042577788956747979e-04,-3.095983613281250000e+05
-7.544064274377230817e+00,2.427369282095573677e+00,3.360901118680974936e-02,2.196846883941354278e+01,1.933563204758852194e+01,9.125431895723865239e+01,1.285381915319672999e+02,4.272730161590097722e-04,1.184033152313315686e-04,2.513599925887281599e-04,-3.095887949218750000e+05
-7.562560810877926087e+00,5.048885495633776088e+00,-1.343376598688132695e-01,4.740486476106209324e+00,1.858662341771703197e+01,9.128234604592509527e+01,1.284798499423473288e+02,5.348389461575223840e-04,1.697116130461416442e-04,4.601016434458913814e-04,-inf
-7.537083903317384426e+00,2.158809159725247895e+00,3.056986437709910756e-02,2.200662516190721973e+01,1.945151812756695264e+01,9.131853923809232754e+01,1.286207633599510416e+02,3.967864655160674718e-04,1.442217722132710974e-04,2.370938625622002831e-04,-3.095878261718750000e+05
-7.515680938978744230e+00,4.903543071020913580e+00,-4.763976149492837181e-02,1.090287405268455956e+01,2.608923811121478664e+01,8.943220880557895214e+01,1.285752610360190715e+02,4.211328008479691635e-04,2.468556685359337322e-04,1.995874010932490394e-04,-inf
-7.553271235965182129e+00,2.637676484631735097e+00,2.720438136563274947e-02,5.977960737839817185e+00,3.539448208001104490e+01,9.180673559388021943e+01,1.284126786468250998e+02,3.202003792340618821e-04,1.266280617867363120e-04,2.379518328339802729e-04,-3.096006914062500000e+05
-7.536316070970437764e+00,1.953633237248329380e+00,3.312243243325999065e-02,2.183670432954022189e+01,2.003251562885657222e+01,9.179217538626124906e+01,1.285263427186418994e+02,4.431388554518754996e-04,1.477998770220958959e-04,2.044408940453727968e-04,-3.095910351562500000e+05
-7.531105373558432348e+00,1.890539221428308547e+00,3.029602929390404209e-02,2.261734738994437066e+01,1.912391338827200116e+01,9.158696205378717536e+01,1.286014372364726910e+02,4.372986786203849024e-04,1.342921268319341910e-04,2.276462500840751614e-04,-3.095874121093750000e+05
-7.545718336483749233e+00,2.483489538806264108e+00,3.461941537694700199e-02,2.071749136175376194e+01,2.060151341449071438e+01,9.142156828550841396e+01,1.285758372632785722e+02,3.952452573415178474e-04,1.613668703645186565e-04,2.095105725686699310e-04,-3.095917500000000000e+05
-7.535516506609629239e+00,2.361091370101788822e+00,3.161814094472181064e-02,2.215757684762848356e+01,1.951183214596989046e+01,9.152336925888799612e+01,1.285835002943856864e+02,3.927181737848188005e-04,1.760709503854014125e-04,1.924416769042023505e-04,-3.095927402343750000e+05
-7.524941467858104360e+00,2.020296387794678239e+00,3.711804751601398972e-02,2.200418079758217260e+01,1.977882501259801629e+01,9.125908916479691868e+01,1.285783583563833474e+02,4.121707663359472341e-04,1.336636844586099992e-04,2.624561223854158707e-04,-3.095905234375000000e+05
-7.533180857724481427e+00,1.591298205689103407e+00,2.851055569993943620e-02,2.345659271616341357e+01,1.866873258913106071e+01,9.146054377331344654e+01,1.286268278512899883e+02,4.275492230533518259e-04,1.695202586048706345e-04,2.762537749501070279e-04,-3.095901171875000000e+05
-7.533137376167618804e+00,2.171296316064937226e+00,3.330025083683443160e-02,2.242310264536379805e+01,1.904825711721113635e+01,9.171706968479897171e+01,1.285994216048430587e+02,4.079947471300030036e-04,1.341409259312979839e-04,2.014044030559765321e-04,-3.095899902343750000e+05
