m_disk,sb_law,scale_factor,lnprob
-8.236453603628525855e+00,8.762371148773743457e+00,4.045671905729599643e-02,-3.162074765625000000e+05
-6.489852264491402956e+00,-1.884412091707146963e+00,3.265956274779578672e-02,-2.086269921875000000e+06
5.773361331859092616e+00,-2.206705454735205407e+00,9.978005569025166777e-02,-5.155133420000000000e+08
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-8.915005490564588797e+00,7.024811678786305080e+00,7.700822112920562013e-02,-3.174431660156250000e+05
-7.822182635292440622e+00,5.327990575717225674e+00,1.484915767797834532e-02,-3.138142148437500000e+05
-8.548133026136126134e+00,-2.220782260786114293e+00,9.982292130071657166e-02,-3.167062128906250000e+05
-9.081922276627903301e+00,2.821403550946573358e+00,1.270239198139051784e-01,-3.175565332031250000e+05
-8.123021550326731344e+00,1.275956041764373694e+01,1.885108926299487730e-02,-3.156325136718750000e+05
-6.489852264491402956e+00,-1.884412091707146963e+00,3.265956274779578672e-02,-2.086269921875000000e+06
5.773361331859092616e+00,-2.206705454735205407e+00,9.978005569025166777e-02,-5.155133420000000000e+08
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-8.915005490564588797e+00,7.024811678786305080e+00,7.700822112920562013e-02,-3.174431660156250000e+05
-7.822182635292440622e+00,5.327990575717225674e+00,1.484915767797834532e-02,-3.138142148437500000e+05
-8.548133026136126134e+00,-2.220782260786114293e+00,9.982292130071657166e-02,-3.167062128906250000e+05
-9.033354718985910026e+00,4.044463683821644118e+00,1.124709177692080619e-01,-3.175318730468750000e+05
-8.066495465965854095e+00,1.136320667873129153e+01,1.809914690754753711e-02,-3.153439882812500000e+05
-6.489852264491402956e+00,-1.884412091707146963e+00,3.265956274779578672e-02,-2.086269921875000000e+06
1.378550857224476722e+01,-2.198830198149898774e+00,9.975607456272343743e-02,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-8.915005490564588797e+00,7.024811678786305080e+00,7.700822112920562013e-02,-3.174431660156250000e+05
-7.822182635292440622e+00,5.327990575717225674e+00,1.484915767797834532e-02,-3.138142148437500000e+05
-8.548133026136126134e+00,-2.220782260786114293e+00,9.982292130071657166e-02,-3.167062128906250000e+05
-8.985767019607358463e+00,5.242848382393082929e+00,9.821152487439827050e-02,-3.175011386718750000e+05
-8.066495465965854095e+00,1.136320667873129153e+01,1.809914690754753711e-02,-3.153439882812500000e+05
-6.788829244865887347e+00,1.136344161162288202e-01,6.781590139685803043e-02,-4.770739316406250000e+05
1.754762619159774317e+01,-3.509325835055336462e+00,1.145392276978262902e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-8.428305550806634017e+00,5.442784053276499279e+00,7.490402046897332022e-02,-3.167776503906250000e+05
-7.822182635292440622e+00,5.327990575717225674e+00,1.484915767797834532e-02,-3.138142148437500000e+05
-8.548133026136126134e+00,-2.220782260786114293e+00,9.982292130071657166e-02,-3.167062128906250000e+05
-8.985767019607358463e+00,5.242848382393082929e+00,9.821152487439827050e-02,-3.175011386718750000e+05
-8.066495465965854095e+00,1.136320667873129153e+01,1.809914690754753711e-02,-3.153439882812500000e+05
-6.788829244865887347e+00,1.136344161162288202e-01,6.781590139685803043e-02,-4.770739316406250000e+05
1.754762619159774317e+01,-3.509325835055336462e+00,1.145392276978262902e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-8.428305550806634017e+00,5.442784053276499279e+00,7.490402046897332022e-02,-3.167776503906250000e+05
-7.822182635292440622e+00,5.327990575717225674e+00,1.484915767797834532e-02,-3.138142148437500000e+05
-8.548133026136126134e+00,-2.220782260786114293e+00,9.982292130071657166e-02,-3.167062128906250000e+05
-8.985767019607358463e+00,5.242848382393082929e+00,9.821152487439827050e-02,-3.175011386718750000e+05
-8.066495465965854095e+00,1.136320667873129153e+01,1.809914690754753711e-02,-3.153439882812500000e+05
-6.853190662107311759e+00,5.437581828246793592e-01,7.538408198935364624e-02,-4.093336582031250000e+05
2.314608418521807209e+01,-3.785763742582982871e+00,1.176963929099223705e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-8.428305550806634017e+00,5.442784053276499279e+00,7.490402046897332022e-02,-3.167776503906250000e+05
-7.822182635292440622e+00,5.327990575717225674e+00,1.484915767797834532e-02,-3.138142148437500000e+05
-8.548133026136126134e+00,-2.220782260786114293e+00,9.982292130071657166e-02,-3.167062128906250000e+05
-8.985767019607358463e+00,5.242848382393082929e+00,9.821152487439827050e-02,-3.175011386718750000e+05
-8.066495465965854095e+00,1.136320667873129153e+01,1.809914690754753711e-02,-3.153439882812500000e+05
-7.111175452090279236e+00,2.267856165389650958e+00,1.057201989425318178e-01,-3.234293417968750000e+05
2.314608418521807209e+01,-3.785763742582982871e+00,1.176963929099223705e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.922120021221724429e+00,4.222629297197240561e+00,8.674696873628832960e-02,-3.150523906250000000e+05
-7.808543217340545795e+00,5.328988603858324069e+00,1.387199247794801416e-02,-3.137615097656250000e+05
-7.846904309835950109e+00,-3.034726230476669784e-02,1.027007657862656631e-01,-3.145272500000000000e+05
-8.566980827522346686e+00,3.303772227545993534e+00,9.986232271921535730e-02,-3.170519628906250000e+05
-8.066495465965854095e+00,1.136320667873129153e+01,1.809914690754753711e-02,-3.153439882812500000e+05
-7.111175452090279236e+00,2.267856165389650958e+00,1.057201989425318178e-01,-3.234293417968750000e+05
2.188949274072631823e+01,-3.461854510139183994e+00,1.164446056688537845e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.922120021221724429e+00,4.222629297197240561e+00,8.674696873628832960e-02,-3.150523906250000000e+05
-7.808543217340545795e+00,5.328988603858324069e+00,1.387199247794801416e-02,-3.137615097656250000e+05
-7.499168613129088889e+00,1.055878134035026283e+00,1.041278739949489246e-01,-3.137164667968750000e+05
-8.566980827522346686e+00,3.303772227545993534e+00,9.986232271921535730e-02,-3.170519628906250000e+05
-8.066495465965854095e+00,1.136320667873129153e+01,1.809914690754753711e-02,-3.153439882812500000e+05
-7.111175452090279236e+00,2.267856165389650958e+00,1.057201989425318178e-01,-3.234293417968750000e+05
1.914160769450382560e+01,-3.039439558117937423e+00,1.152929723100714204e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.922120021221724429e+00,4.222629297197240561e+00,8.674696873628832960e-02,-3.150523906250000000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.499168613129088889e+00,1.055878134035026283e+00,1.041278739949489246e-01,-3.137164667968750000e+05
-8.346433645507065791e+00,2.839489555827034106e+00,1.007433346620683207e-01,-3.165971699218750000e+05
-7.838916916112248501e+00,8.919762529725993261e+00,5.938318735777961543e-02,-3.146571562500000000e+05
-7.298928404810695270e+00,3.092007614065349408e+00,8.099182343522490224e-02,-3.150540332031250000e+05
1.914160769450382560e+01,-3.039439558117937423e+00,1.152929723100714204e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.900857074388067502e+00,5.423003899352404567e+00,7.975402504922904368e-02,-3.149670234375000000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.499168613129088889e+00,1.055878134035026283e+00,1.041278739949489246e-01,-3.137164667968750000e+05
-8.319883175114004104e+00,2.877086779505853897e+00,1.018256420594854939e-01,-3.165354882812500000e+05
-7.750568776683145700e+00,6.874838246235785988e+00,7.101859444891700512e-02,-3.142173593750000000e+05
-7.298928404810695270e+00,3.092007614065349408e+00,8.099182343522490224e-02,-3.150540332031250000e+05
1.914160769450382560e+01,-3.039439558117937423e+00,1.152929723100714204e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.900857074388067502e+00,5.423003899352404567e+00,7.975402504922904368e-02,-3.149670234375000000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.499168613129088889e+00,1.055878134035026283e+00,1.041278739949489246e-01,-3.137164667968750000e+05
-8.295338760075315676e+00,3.026213638991118504e+00,1.005327991374427299e-01,-3.164722011718750000e+05
-7.750568776683145700e+00,6.874838246235785988e+00,7.101859444891700512e-02,-3.142173593750000000e+05
-7.424127540578308704e+00,3.641575797259113401e+00,6.450222261886885688e-02,-3.134169238281250000e+05
1.876556555569890250e+01,-2.937104383507711525e+00,1.156347809612932043e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.754826715582137986e+00,4.877322194137430067e+00,7.508213874182140257e-02,-3.141463242187500000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.594204919695751954e+00,1.070326340828716027e+00,1.040862374060895768e-01,-3.136193945312500000e+05
-8.084291864448585940e+00,2.437475913467182842e+00,1.016024124868613598e-01,-3.157399335937500000e+05
-7.750568776683145700e+00,6.874838246235785988e+00,7.101859444891700512e-02,-3.142173593750000000e+05
-7.424127540578308704e+00,3.641575797259113401e+00,6.450222261886885688e-02,-3.134169238281250000e+05
1.876556555569890250e+01,-2.937104383507711525e+00,1.156347809612932043e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.754826715582137986e+00,4.877322194137430067e+00,7.508213874182140257e-02,-3.141463242187500000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.594204919695751954e+00,1.070326340828716027e+00,1.040862374060895768e-01,-3.136193945312500000e+05
-7.928217933448383548e+00,3.593277676933179343e+00,8.903925250216850051e-02,-3.150552832031250000e+05
-7.750568776683145700e+00,6.874838246235785988e+00,7.101859444891700512e-02,-3.142173593750000000e+05
-7.456770362478843062e+00,3.148077846481392772e+00,7.209955244316675060e-02,-3.132867812500000000e+05
1.876556555569890250e+01,-2.937104383507711525e+00,1.156347809612932043e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.754826715582137986e+00,4.877322194137430067e+00,7.508213874182140257e-02,-3.141463242187500000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.594204919695751954e+00,1.070326340828716027e+00,1.040862374060895768e-01,-3.136193945312500000e+05
-7.783918337709404334e+00,2.503317576939550371e+00,9.553981909486530810e-02,-3.142930898437500000e+05
-7.750568776683145700e+00,6.874838246235785988e+00,7.101859444891700512e-02,-3.142173593750000000e+05
-7.456770362478843062e+00,3.148077846481392772e+00,7.209955244316675060e-02,-3.132867812500000000e+05
1.876556555569890250e+01,-2.937104383507711525e+00,1.156347809612932043e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.754826715582137986e+00,4.877322194137430067e+00,7.508213874182140257e-02,-3.141463242187500000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.594204919695751954e+00,1.070326340828716027e+00,1.040862374060895768e-01,-3.136193945312500000e+05
-7.783918337709404334e+00,2.503317576939550371e+00,9.553981909486530810e-02,-3.142930898437500000e+05
-7.750568776683145700e+00,6.874838246235785988e+00,7.101859444891700512e-02,-3.142173593750000000e+05
-7.503759232325629469e+00,2.437694686305826863e+00,8.303579880645048372e-02,-3.132733144531250000e+05
1.876556555569890250e+01,-2.937104383507711525e+00,1.156347809612932043e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.754826715582137986e+00,4.877322194137430067e+00,7.508213874182140257e-02,-3.141463242187500000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.594204919695751954e+00,1.070326340828716027e+00,1.040862374060895768e-01,-3.136193945312500000e+05
-7.783918337709404334e+00,2.503317576939550371e+00,9.553981909486530810e-02,-3.142930898437500000e+05
-7.750568776683145700e+00,6.874838246235785988e+00,7.101859444891700512e-02,-3.142173593750000000e+05
-7.507395498374720866e+00,2.377840334593345428e+00,8.110216085917242024e-02,-3.132646640625000000e+05
6.846823795108655020e+00,3.064324261713058384e-01,1.264684844882308090e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.754826715582137986e+00,4.877322194137430067e+00,7.508213874182140257e-02,-3.141463242187500000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.597870427754467748e+00,1.098013580766881159e+00,1.039211095752753389e-01,-3.136175859375000000e+05
-7.783918337709404334e+00,2.503317576939550371e+00,9.553981909486530810e-02,-3.142930898437500000e+05
-7.717756042987493181e+00,6.373875217815177407e+00,6.552432473914195088e-02,-3.139722441406250000e+05
-7.507395498374720866e+00,2.377840334593345428e+00,8.110216085917242024e-02,-3.132646640625000000e+05
6.846823795108655020e+00,3.064324261713058384e-01,1.264684844882308090e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.734020155196658308e+00,6.575229248170011864e+00,6.045064243850914454e-02,-3.140192480468750000e+05
-7.585063413380408015e+00,4.348012264925462667e+00,4.330584387976774141e-02,-3.131578203125000000e+05
-7.597870427754467748e+00,1.098013580766881159e+00,1.039211095752753389e-01,-3.136175859375000000e+05
-7.783918337709404334e+00,2.503317576939550371e+00,9.553981909486530810e-02,-3.142930898437500000e+05
-7.717756042987493181e+00,6.373875217815177407e+00,6.552432473914195088e-02,-3.139722441406250000e+05
-7.507395498374720866e+00,2.377840334593345428e+00,8.110216085917242024e-02,-3.132646640625000000e+05
7.085062046860998386e+00,2.397149621839256284e-01,1.278413140997326503e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.734020155196658308e+00,6.575229248170011864e+00,6.045064243850914454e-02,-3.140192480468750000e+05
-7.558479081999641913e+00,3.942140347011783508e+00,3.885447789439375188e-02,-3.130870312500000000e+05
-7.597870427754467748e+00,1.098013580766881159e+00,1.039211095752753389e-01,-3.136175859375000000e+05
-7.783918337709404334e+00,2.503317576939550371e+00,9.553981909486530810e-02,-3.142930898437500000e+05
-7.645007725691834288e+00,5.875819021038817702e+00,8.232165161099050388e-02,-3.137662128906250000e+05
-7.507395498374720866e+00,2.377840334593345428e+00,8.110216085917242024e-02,-3.132646640625000000e+05
6.467914542508133025e+00,4.077442302275082753e-01,1.283345514096167483e-01,-3.177665800781250000e+05
-7.397734009343800210e+00,4.182911043160317810e+00,1.394162703556981464e-01,-3.138396972656250000e+05
-7.733102851383434562e+00,6.650085283300689376e+00,5.980558015509743197e-02,-3.140135507812500000e+05
-7.558479081999641913e+00,3.942140347011783508e+00,3.885447789439375188e-02,-3.130870312500000000e+05
-7.597870427754467748e+00,1.098013580766881159e+00,1.039211095752753389e-01,-3.136175859375000000e+05
-7.783918337709404334e+00,2.503317576939550371e+00,9.553981909486530810e-02,-3.142930898437500000e+05
-7.561860958721563719e+00,5.306572005150325566e+00,1.015199434073615903e-01,-3.136168769531250000e+05
-7.507395498374720866e+00,2.377840334593345428e+00,8.110216085917242024e-02,-3.132646640625000000e+05
6.467914542508133025e+00,4.077442302275082753e-01,1.283345514096167483e-01,-3.177665800781250000e+05
-7.493543754351819963e+00,3.766215154964144496e+00,1.285308167047218009e-01,-3.136310117187500000e+05
-7.733102851383434562e+00,6.650085283300689376e+00,5.980558015509743197e-02,-3.140135507812500000e+05
-7.558479081999641913e+00,3.942140347011783508e+00,3.885447789439375188e-02,-3.130870312500000000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.783918337709404334e+00,2.503317576939550371e+00,9.553981909486530810e-02,-3.142930898437500000e+05
-7.560182280446166025e+00,4.629302556522882028e+00,7.041438746192749121e-02,-3.132798613281250000e+05
-7.507395498374720866e+00,2.377840334593345428e+00,8.110216085917242024e-02,-3.132646640625000000e+05
6.467914542508133025e+00,4.077442302275082753e-01,1.283345514096167483e-01,-3.177665800781250000e+05
-7.493543754351819963e+00,3.766215154964144496e+00,1.285308167047218009e-01,-3.136310117187500000e+05
-7.733102851383434562e+00,6.650085283300689376e+00,5.980558015509743197e-02,-3.140135507812500000e+05
-7.558479081999641913e+00,3.942140347011783508e+00,3.885447789439375188e-02,-3.130870312500000000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.733470632677862611e+00,2.825290369427467141e+00,8.285504792007361563e-02,-3.139503125000000000e+05
-7.560182280446166025e+00,4.629302556522882028e+00,7.041438746192749121e-02,-3.132798613281250000e+05
-7.507395498374720866e+00,2.377840334593345428e+00,8.110216085917242024e-02,-3.132646640625000000e+05
6.467914542508133025e+00,4.077442302275082753e-01,1.283345514096167483e-01,-3.177665800781250000e+05
-7.493543754351819963e+00,3.766215154964144496e+00,1.285308167047218009e-01,-3.136310117187500000e+05
-7.689365920418636868e+00,6.138967177820916277e+00,6.248887382156351894e-02,-3.137932773437500000e+05
-7.558479081999641913e+00,3.942140347011783508e+00,3.885447789439375188e-02,-3.130870312500000000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.733470632677862611e+00,2.825290369427467141e+00,8.285504792007361563e-02,-3.139503125000000000e+05
-7.560182280446166025e+00,4.629302556522882028e+00,7.041438746192749121e-02,-3.132798613281250000e+05
-7.477954799031183875e+00,2.794298185729887418e+00,7.367683526796217630e-02,-3.132492656250000000e+05
6.756941343602202998e+00,3.382179610295126260e-01,1.283304883719881551e-01,-3.177665800781250000e+05
-7.493543754351819963e+00,3.766215154964144496e+00,1.285308167047218009e-01,-3.136310117187500000e+05
-7.689365920418636868e+00,6.138967177820916277e+00,6.248887382156351894e-02,-3.137932773437500000e+05
-7.558479081999641913e+00,3.942140347011783508e+00,3.885447789439375188e-02,-3.130870312500000000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.662187291234453745e+00,2.186633587738824325e+00,8.984574246501977890e-02,-3.136462988281250000e+05
-7.559748390354278591e+00,4.454247867602140865e+00,6.237449516976831254e-02,-3.132108046875000000e+05
-7.517721357768719415e+00,3.361154928135354325e+00,5.647996907024785407e-02,-3.131114648437500000e+05
1.345091211810530396e+01,-1.272036909141299965e+00,1.282363868733089052e-01,-3.177665800781250000e+05
-7.508479982666584007e+00,3.921440140773384542e+00,1.136054884712985602e-01,-3.135200781250000000e+05
-7.689365920418636868e+00,6.138967177820916277e+00,6.248887382156351894e-02,-3.137932773437500000e+05
-7.558479081999641913e+00,3.942140347011783508e+00,3.885447789439375188e-02,-3.130870312500000000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.620239463935975621e+00,2.660074742625937017e+00,9.632994761709300080e-02,-3.135675488281250000e+05
-7.559748390354278591e+00,4.454247867602140865e+00,6.237449516976831254e-02,-3.132108046875000000e+05
-7.528380358082527479e+00,3.513094808954891679e+00,5.187053320209111112e-02,-3.130946093750000000e+05
1.440549625297047953e+01,-1.606679003816846141e+00,1.312051999017689319e-01,-3.177665800781250000e+05
-7.508479982666584007e+00,3.921440140773384542e+00,1.136054884712985602e-01,-3.135200781250000000e+05
-7.689365920418636868e+00,6.138967177820916277e+00,6.248887382156351894e-02,-3.137932773437500000e+05
-7.557727077215766975e+00,3.931420812920982222e+00,3.917967891904609173e-02,-3.130865214843750000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.620239463935975621e+00,2.660074742625937017e+00,9.632994761709300080e-02,-3.135675488281250000e+05
-7.559748390354278591e+00,4.454247867602140865e+00,6.237449516976831254e-02,-3.132108046875000000e+05
-7.528380358082527479e+00,3.513094808954891679e+00,5.187053320209111112e-02,-3.130946093750000000e+05
1.440549625297047953e+01,-1.606679003816846141e+00,1.312051999017689319e-01,-3.177665800781250000e+05
-7.508479982666584007e+00,3.921440140773384542e+00,1.136054884712985602e-01,-3.135200781250000000e+05
-7.689365920418636868e+00,6.138967177820916277e+00,6.248887382156351894e-02,-3.137932773437500000e+05
-7.550021551104898698e+00,4.088132000168627656e+00,3.213510886180401260e-02,-3.130866757812500000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.610943539342266639e+00,2.849130669331582766e+00,8.783139851025659195e-02,-3.134677050781250000e+05
-7.559748390354278591e+00,4.454247867602140865e+00,6.237449516976831254e-02,-3.132108046875000000e+05
-7.528380358082527479e+00,3.513094808954891679e+00,5.187053320209111112e-02,-3.130946093750000000e+05
1.752438289686834239e+01,-2.415654229924061092e+00,1.452785816599043711e-01,-3.177665800781250000e+05
-7.513108085448842566e+00,3.826473883765118433e+00,9.924818554247427649e-02,-3.133926640625000000e+05
-7.637425273612619137e+00,5.463862424506275239e+00,6.244303973452225431e-02,-3.135194355468750000e+05
-7.550021551104898698e+00,4.088132000168627656e+00,3.213510886180401260e-02,-3.130866757812500000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.610943539342266639e+00,2.849130669331582766e+00,8.783139851025659195e-02,-3.134677050781250000e+05
-7.556410889894725535e+00,4.328625160730847021e+00,5.199867183066362447e-02,-3.131406835937500000e+05
-7.528380358082527479e+00,3.513094808954891679e+00,5.187053320209111112e-02,-3.130946093750000000e+05
2.357631845265375858e+01,-3.985402186043794259e+00,1.725867878170085634e-01,-3.177665800781250000e+05
-7.510781608209396332e+00,3.849714607378298847e+00,9.951967092043344232e-02,-3.133939121093750000e+05
-7.637425273612619137e+00,5.463862424506275239e+00,6.244303973452225431e-02,-3.135194355468750000e+05
-7.550021551104898698e+00,4.088132000168627656e+00,3.213510886180401260e-02,-3.130866757812500000e+05
-7.575694388417020697e+00,1.411708088544265660e+00,9.832802530500707461e-02,-3.134986308593750000e+05
-7.610943539342266639e+00,2.849130669331582766e+00,8.783139851025659195e-02,-3.134677050781250000e+05
-7.556300723392283203e+00,4.324478520330012898e+00,5.165617954307162585e-02,-3.131387890625000000e+05
-7.529511082172125391e+00,3.543139751664287296e+00,5.083938303874603604e-02,-3.130919550781250000e+05
2.357631845265375858e+01,-3.985402186043794259e+00,1.725867878170085634e-01,-3.177665800781250000e+05
-7.510781608209396332e+00,3.849714607378298847e+00,9.951967092043344232e-02,-3.133939121093750000e+05
-7.637425273612619137e+00,5.463862424506275239e+00,6.244303973452225431e-02,-3.135194355468750000e+05
-7.550021551104898698e+00,4.088132000168627656e+00,3.213510886180401260e-02,-3.130866757812500000e+05
-7.588193153013222947e+00,1.921394307671292712e+00,9.460609544519266167e-02,-3.134470410156250000e+05
-7.584722245626404735e+00,3.382406400314609485e+00,6.385928578035726666e-02,-3.132217265625000000e+05
-7.548530602751465146e+00,4.909954586729947223e+00,4.119206526770851501e-02,-3.131255371093750000e+05
-7.529511082172125391e+00,3.543139751664287296e+00,5.083938303874603604e-02,-3.130919550781250000e+05
2.357631845265375858e+01,-3.985402186043794259e+00,1.725867878170085634e-01,-3.177665800781250000e+05
-7.514561450576276336e+00,3.955877434802668624e+00,9.367927284680716005e-02,-3.133539980468750000e+05
-7.598340669500292854e+00,4.768210775028888015e+00,5.824040130341433946e-02,-3.132995957031250000e+05
-7.550021551104898698e+00,4.088132000168627656e+00,3.213510886180401260e-02,-3.130866757812500000e+05
-7.588193153013222947e+00,1.921394307671292712e+00,9.460609544519266167e-02,-3.134470410156250000e+05
-7.571335403334773062e+00,3.654661392230062145e+00,5.162072516661204979e-02,-3.131339160156250000e+05
-7.548530602751465146e+00,4.909954586729947223e+00,4.119206526770851501e-02,-3.131255371093750000e+05
-7.529511082172125391e+00,3.543139751664287296e+00,5.083938303874603604e-02,-3.130919550781250000e+05
2.357631845265375858e+01,-3.985402186043794259e+00,1.725867878170085634e-01,-3.177665800781250000e+05
-7.514561450576276336e+00,3.955877434802668624e+00,9.367927284680716005e-02,-3.133539980468750000e+05
-7.598340669500292854e+00,4.768210775028888015e+00,5.824040130341433946e-02,-3.132995957031250000e+05
-7.550021551104898698e+00,4.088132000168627656e+00,3.213510886180401260e-02,-3.130866757812500000e+05
-7.585119709327864612e+00,2.237397266410599439e+00,8.676915888097351537e-02,-3.133710566406250000e+05
-7.571335403334773062e+00,3.654661392230062145e+00,5.162072516661204979e-02,-3.131339160156250000e+05
-7.548530602751465146e+00,4.909954586729947223e+00,4.119206526770851501e-02,-3.131255371093750000e+05
-7.529511082172125391e+00,3.543139751664287296e+00,5.083938303874603604e-02,-3.130919550781250000e+05
