m_disk,sb_law,scale_factor,r_in,d_r,inc,pa,starflux,lnprob
-7.552468450791341326e+00,2.560753449626258060e+00,2.645440771330030000e-02,7.264090843409428899e+00,3.349357419870553088e+01,9.194764173146083408e+01,1.284603222264246085e+02,2.363780919575467806e-04,-3.131333203125000000e+05
-7.556060352035796512e+00,2.663232049697367820e+00,3.581327923012806586e-02,1.220487233950863803e+01,2.865374244504269541e+01,9.115591258375265227e+01,1.284758952603511375e+02,2.669008895959349304e-04,-3.131443593750000000e+05
-7.564573035192594830e+00,2.845293132849393114e+00,5.500714053554074667e-03,5.064598642501101367e+00,6.811519982571628162e+00,9.086467083492711083e+01,1.284130307168055083e+02,2.798928671650260480e-04,-3.168232265625000000e+05
-7.552195125675320142e+00,2.677254790892211300e+00,3.502101708895917487e-02,8.744364364237075193e+00,3.182707240999744158e+01,9.145330521109796962e+01,1.284816506088972687e+02,2.384405208609025051e-04,-3.131432636718750000e+05
-7.543173266245432274e+00,2.373786378499045835e+00,3.272814737336224300e-02,6.476352368178208252e+00,3.532137494120701859e+01,9.144311382388387699e+01,1.284386944697142781e+02,2.379773692361777677e-04,-3.131379531250000000e+05
-7.543950822785331134e+00,2.725474506625755300e+00,3.066080851850041741e-02,9.278057538333657206e+00,3.157100519121922488e+01,9.175181859036551657e+01,1.284592989243451768e+02,2.383603741692298487e-04,-3.131328710937500000e+05
-7.550541497428694626e+00,2.888856149460137246e+00,3.581532323566622572e-02,1.012909083725121384e+01,3.059175194436717149e+01,9.136920129396922619e+01,1.284862965591979389e+02,2.411839589569666348e-04,-3.131409277343750000e+05
-7.551726539863191867e+00,2.333084834282579401e+00,2.912445682314951031e-02,6.378913644793360760e+00,3.461666621706635993e+01,9.152928067360153364e+01,1.284448883032631841e+02,2.450386312174890249e-04,-3.131385781250000000e+05
-7.542028977773606258e+00,2.975827787198570551e+00,3.969980634062642011e-02,1.055515832572212531e+01,2.997750900603928059e+01,9.123533454238068430e+01,1.284860058098049080e+02,2.426637531045138137e-04,-3.131440820312500000e+05
-7.554127149990338630e+00,2.726619358734142740e+00,3.124155937425044868e-02,8.244494884849057570e+00,3.291085113316255928e+01,9.139498808057415147e+01,1.284598246474236873e+02,2.366113370543121289e-04,-3.131381171875000000e+05
-7.551855430214788889e+00,2.848981612632146554e+00,3.257934792503128230e-02,9.320252875619855715e+00,3.135756295346037703e+01,9.157334363950252509e+01,1.284730004982663729e+02,2.480545474727441075e-04,-3.131364238281250000e+05
-7.552994416890703278e+00,2.648692114017630939e+00,3.313499584353891275e-02,9.513565469818386688e+00,3.130975382485158676e+01,9.150872461136577840e+01,1.284709941624072087e+02,2.578216545375992884e-04,-3.131372070312500000e+05
-7.546025585002855252e+00,2.373712652753748653e+00,2.487850319795183868e-02,5.561317625733340542e+00,3.585447104670301144e+01,9.196371605778131197e+01,1.284358541357868262e+02,2.119787462025974159e-04,-3.131378828125000000e+05
-7.548703016022369816e+00,2.549292771889044573e+00,2.466387467265646061e-02,7.844342500885291614e+00,3.313792723407170371e+01,9.185550963906277389e+01,1.284579672307364149e+02,2.431654952633731663e-04,-3.131299296875000000e+05
-7.540178452203003090e+00,2.868566178035623970e+00,3.940790146435022012e-02,9.833135845020827048e+00,3.144856254221818048e+01,9.099295734139428760e+01,1.284644500683156139e+02,2.452149779507333070e-04,-3.131417070312500000e+05
-7.547729408805418316e+00,2.656680835469172219e+00,2.833960241991610035e-02,5.866646891854236046e+00,3.494867949561548670e+01,9.178829093725784105e+01,1.284675535343817501e+02,2.151375413310251550e-04,-3.131360683593750000e+05
-7.549017969470559919e+00,2.451836869243455119e+00,3.352840133051582239e-02,7.966522288103285554e+00,3.328728577082934237e+01,9.125394363823519939e+01,1.284675546962455996e+02,2.284501662826460961e-04,-3.131410761718750000e+05
-7.555926259206016127e+00,2.446449506905073790e+00,2.794963468946898982e-02,7.764365251168225512e+00,3.325502505149138699e+01,9.160118866491175993e+01,1.284562462718743063e+02,2.432756440484633417e-04,-3.131341953125000000e+05
-7.552468450791341326e+00,2.560753449626258060e+00,2.645440771330030000e-02,7.264090843409428899e+00,3.349357419870553088e+01,9.194764173146083408e+01,1.284603222264246085e+02,2.363780919575467806e-04,-3.131333203125000000e+05
-7.556060352035796512e+00,2.663232049697367820e+00,3.581327923012806586e-02,1.220487233950863803e+01,2.865374244504269541e+01,9.115591258375265227e+01,1.284758952603511375e+02,2.669008895959349304e-04,-3.131443593750000000e+05
-7.564573035192594830e+00,2.845293132849393114e+00,5.500714053554074667e-03,5.064598642501101367e+00,6.811519982571628162e+00,9.086467083492711083e+01,1.284130307168055083e+02,2.798928671650260480e-04,-3.168232265625000000e+05
-7.552195125675320142e+00,2.677254790892211300e+00,3.502101708895917487e-02,8.744364364237075193e+00,3.182707240999744158e+01,9.145330521109796962e+01,1.284816506088972687e+02,2.384405208609025051e-04,-3.131432636718750000e+05
-7.544420302683890966e+00,2.408692417690902587e+00,3.277980678533611025e-02,6.862001213808445854e+00,3.481200105111254572e+01,9.145144472580169293e+01,1.284427957094970623e+02,2.404970889472238791e-04,-3.131369277343750000e+05
-7.543950822785331134e+00,2.725474506625755300e+00,3.066080851850041741e-02,9.278057538333657206e+00,3.157100519121922488e+01,9.175181859036551657e+01,1.284592989243451768e+02,2.383603741692298487e-04,-3.131328710937500000e+05
-7.547594498642481220e+00,2.883086173564238575e+00,3.683696537354488876e-02,1.004492841357342137e+01,3.083540810304356938e+01,9.126220663676078004e+01,1.284800839469096445e+02,2.423302830174255411e-04,-3.131407480468750000e+05
-7.551753274617001743e+00,2.329526266103933096e+00,2.907455605828805981e-02,6.355194132554231601e+00,3.464113136621924127e+01,9.153100867151893283e+01,1.284446605836403990e+02,2.450561545234031940e-04,-3.131386523437500000e+05
-7.542028977773606258e+00,2.975827787198570551e+00,3.969980634062642011e-02,1.055515832572212531e+01,2.997750900603928059e+01,9.123533454238068430e+01,1.284860058098049080e+02,2.426637531045138137e-04,-3.131440820312500000e+05
-7.554557715245666216e+00,2.716306673961870644e+00,3.087276770231501058e-02,8.125828805685078038e+00,3.304764301299770324e+01,9.140373966905086434e+01,1.284584893625613233e+02,2.362344028973070850e-04,-3.131381191406250000e+05
-7.549961815331576176e+00,2.736846592890568974e+00,3.263040177444644779e-02,8.694173240247986101e+00,3.223735625460640364e+01,9.154229782404446780e+01,1.284653077939623529e+02,2.461297767295773454e-04,-3.131349140625000000e+05
-7.552814957321706935e+00,2.643668826360950241e+00,3.312756159741624823e-02,9.458067191270661311e+00,3.138305723119577806e+01,9.150752572092326886e+01,1.284704039577419223e+02,2.574590445934224633e-04,-3.131371230468750000e+05
-7.546666494576430573e+00,2.390445314888824058e+00,2.673114031174719449e-02,6.076464897468824233e+00,3.530463073099252824e+01,9.181169684245099916e+01,1.284426437689054978e+02,2.155065986338684076e-04,-3.131354218750000000e+05
-7.549038892996027705e+00,2.560319524727952878e+00,2.402737288022314260e-02,7.921383804499550152e+00,3.300663597012095352e+01,9.188719891861555311e+01,1.284591570756400927e+02,2.433747682562455443e-04,-3.131305859375000000e+05
-7.540178452203003090e+00,2.868566178035623970e+00,3.940790146435022012e-02,9.833135845020827048e+00,3.144856254221818048e+01,9.099295734139428760e+01,1.284644500683156139e+02,2.452149779507333070e-04,-3.131417070312500000e+05
-7.547729408805418316e+00,2.656680835469172219e+00,2.833960241991610035e-02,5.866646891854236046e+00,3.494867949561548670e+01,9.178829093725784105e+01,1.284675535343817501e+02,2.151375413310251550e-04,-3.131360683593750000e+05
-7.549020660554427664e+00,2.465789390035676654e+00,3.230642444943607194e-02,7.960716792024693511e+00,3.325118993447441085e+01,9.133538990655182488e+01,1.284664746344091668e+02,2.303696972751560605e-04,-3.131388105468750000e+05
-7.555926259206016127e+00,2.446449506905073790e+00,2.794963468946898982e-02,7.764365251168225512e+00,3.325502505149138699e+01,9.160118866491175993e+01,1.284562462718743063e+02,2.432756440484633417e-04,-3.131341953125000000e+05
-7.553398455125405420e+00,2.495419902302192572e+00,2.416300900925537343e-02,6.733505982357085529e+00,3.395965239447577488e+01,9.209803120641022645e+01,1.284584724961817130e+02,2.327600512619670435e-04,-3.131360664062500000e+05
-7.559231434250279769e+00,2.592585599464454216e+00,3.493492642120777508e-02,1.257770672268080148e+01,2.835457199179529653e+01,9.113796326847257490e+01,1.284736102822048451e+02,2.723784679871723300e-04,-3.131461425781250000e+05
-7.564573035192594830e+00,2.845293132849393114e+00,5.500714053554074667e-03,5.064598642501101367e+00,6.811519982571628162e+00,9.086467083492711083e+01,1.284130307168055083e+02,2.798928671650260480e-04,-3.168232265625000000e+05
-7.552195125675320142e+00,2.677254790892211300e+00,3.502101708895917487e-02,8.744364364237075193e+00,3.182707240999744158e+01,9.145330521109796962e+01,1.284816506088972687e+02,2.384405208609025051e-04,-3.131432636718750000e+05
-7.544027630759083003e+00,2.501819928809780436e+00,3.391611809684427770e-02,7.468442900388627237e+00,3.401814435324422448e+01,9.141595795387470957e+01,1.284498911038477331e+02,2.408528700380312615e-04,-3.131365000000000000e+05
-7.543950822785331134e+00,2.725474506625755300e+00,3.066080851850041741e-02,9.278057538333657206e+00,3.157100519121922488e+01,9.175181859036551657e+01,1.284592989243451768e+02,2.383603741692298487e-04,-3.131328710937500000e+05
-7.554477801794798886e+00,2.896563102519498667e+00,3.445071649516086298e-02,1.024150653193512284e+01,3.026630057135915308e+01,9.151211398816161591e+01,1.284945947413993395e+02,2.396528146533910531e-04,-3.131428613281250000e+05
-7.551753274617001743e+00,2.329526266103933096e+00,2.907455605828805981e-02,6.355194132554231601e+00,3.464113136621924127e+01,9.153100867151893283e+01,1.284446605836403990e+02,2.450561545234031940e-04,-3.131386523437500000e+05
-7.542028977773606258e+00,2.975827787198570551e+00,3.969980634062642011e-02,1.055515832572212531e+01,2.997750900603928059e+01,9.123533454238068430e+01,1.284860058098049080e+02,2.426637531045138137e-04,-3.131440820312500000e+05
-7.555870688058106133e+00,2.775710526945617040e+00,3.053281217788809607e-02,8.164980953718989909e+00,3.299937699634131150e+01,9.141994709066797498e+01,1.284565958568221049e+02,2.376250698609240551e-04,-3.131392597656250000e+05
-7.549961815331576176e+00,2.736846592890568974e+00,3.263040177444644779e-02,8.694173240247986101e+00,3.223735625460640364e+01,9.154229782404446780e+01,1.284653077939623529e+02,2.461297767295773454e-04,-3.131349140625000000e+05
-7.552814957321706935e+00,2.643668826360950241e+00,3.312756159741624823e-02,9.458067191270661311e+00,3.138305723119577806e+01,9.150752572092326886e+01,1.284704039577419223e+02,2.574590445934224633e-04,-3.131371230468750000e+05
-7.546666494576430573e+00,2.390445314888824058e+00,2.673114031174719449e-02,6.076464897468824233e+00,3.530463073099252824e+01,9.181169684245099916e+01,1.284426437689054978e+02,2.155065986338684076e-04,-3.131354218750000000e+05
-7.549038892996027705e+00,2.560319524727952878e+00,2.402737288022314260e-02,7.921383804499550152e+00,3.300663597012095352e+01,9.188719891861555311e+01,1.284591570756400927e+02,2.433747682562455443e-04,-3.131305859375000000e+05
-7.540178452203003090e+00,2.868566178035623970e+00,3.940790146435022012e-02,9.833135845020827048e+00,3.144856254221818048e+01,9.099295734139428760e+01,1.284644500683156139e+02,2.452149779507333070e-04,-3.131417070312500000e+05
-7.548374716783754934e+00,2.683676775622505062e+00,2.736748307278100839e-02,5.587415741029641225e+00,3.511089390825146239e+01,9.185319743401903736e+01,1.284706325162109692e+02,2.106547477727742086e-04,-3.131378144531250000e+05
-7.549020660554427664e+00,2.465789390035676654e+00,3.230642444943607194e-02,7.960716792024693511e+00,3.325118993447441085e+01,9.133538990655182488e+01,1.284664746344091668e+02,2.303696972751560605e-04,-3.131388105468750000e+05
-7.555926259206016127e+00,2.446449506905073790e+00,2.794963468946898982e-02,7.764365251168225512e+00,3.325502505149138699e+01,9.160118866491175993e+01,1.284562462718743063e+02,2.432756440484633417e-04,-3.131341953125000000e+05
-7.553398455125405420e+00,2.495419902302192572e+00,2.416300900925537343e-02,6.733505982357085529e+00,3.395965239447577488e+01,9.209803120641022645e+01,1.284584724961817130e+02,2.327600512619670435e-04,-3.131360664062500000e+05
-7.555118890182514590e+00,2.526424451877096189e+00,3.224980156001237136e-02,1.044982993254982340e+01,3.062934796210809907e+01,9.135847837517742676e+01,1.284634748455156057e+02,2.537641272101607182e-04,-3.131388242187500000e+05
-7.564573035192594830e+00,2.845293132849393114e+00,5.500714053554074667e-03,5.064598642501101367e+00,6.811519982571628162e+00,9.086467083492711083e+01,1.284130307168055083e+02,2.798928671650260480e-04,-3.168232265625000000e+05
-7.552195125675320142e+00,2.677254790892211300e+00,3.502101708895917487e-02,8.744364364237075193e+00,3.182707240999744158e+01,9.145330521109796962e+01,1.284816506088972687e+02,2.384405208609025051e-04,-3.131432636718750000e+05
-7.544027630759083003e+00,2.501819928809780436e+00,3.391611809684427770e-02,7.468442900388627237e+00,3.401814435324422448e+01,9.141595795387470957e+01,1.284498911038477331e+02,2.408528700380312615e-04,-3.131365000000000000e+05
-7.541936967332619979e+00,2.973921453273808524e+00,3.357492493398692851e-02,1.165225637130676262e+01,2.880226775531174610e+01,9.170741479132897211e+01,1.284716498555983151e+02,2.553080040808314733e-04,-3.131370664062500000e+05
-7.554477801794798886e+00,2.896563102519498667e+00,3.445071649516086298e-02,1.024150653193512284e+01,3.026630057135915308e+01,9.151211398816161591e+01,1.284945947413993395e+02,2.396528146533910531e-04,-3.131428613281250000e+05
-7.551753274617001743e+00,2.329526266103933096e+00,2.907455605828805981e-02,6.355194132554231601e+00,3.464113136621924127e+01,9.153100867151893283e+01,1.284446605836403990e+02,2.450561545234031940e-04,-3.131386523437500000e+05
-7.542028977773606258e+00,2.975827787198570551e+00,3.969980634062642011e-02,1.055515832572212531e+01,2.997750900603928059e+01,9.123533454238068430e+01,1.284860058098049080e+02,2.426637531045138137e-04,-3.131440820312500000e+05
-7.555870688058106133e+00,2.775710526945617040e+00,3.053281217788809607e-02,8.164980953718989909e+00,3.299937699634131150e+01,9.141994709066797498e+01,1.284565958568221049e+02,2.376250698609240551e-04,-3.131392597656250000e+05
-7.549961815331576176e+00,2.736846592890568974e+00,3.263040177444644779e-02,8.694173240247986101e+00,3.223735625460640364e+01,9.154229782404446780e+01,1.284653077939623529e+02,2.461297767295773454e-04,-3.131349140625000000e+05
-7.552751250407371941e+00,2.646910794670256362e+00,3.315183287044718569e-02,9.430643586584020355e+00,3.140389832976079987e+01,9.151164708515607060e+01,1.284705955572310074e+02,2.575612141441132588e-04,-3.131370839843750000e+05
-7.546419623052083026e+00,2.377638330434317826e+00,2.636097010504777696e-02,5.957334429838519796e+00,3.545991512388370381e+01,9.182770020508505127e+01,1.284409019854736584e+02,2.144825237339198097e-04,-3.131358925781250000e+05
-7.549038892996027705e+00,2.560319524727952878e+00,2.402737288022314260e-02,7.921383804499550152e+00,3.300663597012095352e+01,9.188719891861555311e+01,1.284591570756400927e+02,2.433747682562455443e-04,-3.131305859375000000e+05
-7.540178452203003090e+00,2.868566178035623970e+00,3.940790146435022012e-02,9.833135845020827048e+00,3.144856254221818048e+01,9.099295734139428760e+01,1.284644500683156139e+02,2.452149779507333070e-04,-3.131417070312500000e+05
-7.548374716783754934e+00,2.683676775622505062e+00,2.736748307278100839e-02,5.587415741029641225e+00,3.511089390825146239e+01,9.185319743401903736e+01,1.284706325162109692e+02,2.106547477727742086e-04,-3.131378144531250000e+05
-7.549020660554427664e+00,2.465789390035676654e+00,3.230642444943607194e-02,7.960716792024693511e+00,3.325118993447441085e+01,9.133538990655182488e+01,1.284664746344091668e+02,2.303696972751560605e-04,-3.131388105468750000e+05
-7.556208805795405326e+00,2.441778115231020951e+00,2.811054114675669291e-02,7.757923738496780075e+00,3.326521493912664340e+01,9.158945541024657189e+01,1.284561268593657530e+02,2.432715775873545811e-04,-3.131345898437500000e+05
-7.553398455125405420e+00,2.495419902302192572e+00,2.416300900925537343e-02,6.733505982357085529e+00,3.395965239447577488e+01,9.209803120641022645e+01,1.284584724961817130e+02,2.327600512619670435e-04,-3.131360664062500000e+05
-7.555446290033454027e+00,2.545578284338814168e+00,3.255868262017062170e-02,1.084814730554593964e+01,3.023909029216913069e+01,9.134169499864340480e+01,1.284653050564869829e+02,2.546112200834060001e-04,-3.131393007812500000e+05
-7.564573035192594830e+00,2.845293132849393114e+00,5.500714053554074667e-03,5.064598642501101367e+00,6.811519982571628162e+00,9.086467083492711083e+01,1.284130307168055083e+02,2.798928671650260480e-04,-3.168232265625000000e+05
-7.552195125675320142e+00,2.677254790892211300e+00,3.502101708895917487e-02,8.744364364237075193e+00,3.182707240999744158e+01,9.145330521109796962e+01,1.284816506088972687e+02,2.384405208609025051e-04,-3.131432636718750000e+05
-7.544027630759083003e+00,2.501819928809780436e+00,3.391611809684427770e-02,7.468442900388627237e+00,3.401814435324422448e+01,9.141595795387470957e+01,1.284498911038477331e+02,2.408528700380312615e-04,-3.131365000000000000e+05
-7.544404971539361959e+00,2.862651965253944386e+00,3.119521246725479383e-02,9.327212145470031857e+00,3.122077068127978805e+01,9.176330267235945826e+01,1.284712598438548241e+02,2.381895335268719664e-04,-3.131354648437500000e+05
-7.554477801794798886e+00,2.896563102519498667e+00,3.445071649516086298e-02,1.024150653193512284e+01,3.026630057135915308e+01,9.151211398816161591e+01,1.284945947413993395e+02,2.396528146533910531e-04,-3.131428613281250000e+05
-7.551753274617001743e+00,2.329526266103933096e+00,2.907455605828805981e-02,6.355194132554231601e+00,3.464113136621924127e+01,9.153100867151893283e+01,1.284446605836403990e+02,2.450561545234031940e-04,-3.131386523437500000e+05
-7.542028977773606258e+00,2.975827787198570551e+00,3.969980634062642011e-02,1.055515832572212531e+01,2.997750900603928059e+01,9.123533454238068430e+01,1.284860058098049080e+02,2.426637531045138137e-04,-3.131440820312500000e+05
-7.555499517017884692e+00,2.765768125168455605e+00,3.098604667973462595e-02,8.223489100438529320e+00,3.288099361239791563e+01,9.142331570939087726e+01,1.284591259726035162e+02,2.377074169317638594e-04,-3.131385644531250000e+05
-7.549961815331576176e+00,2.736846592890568974e+00,3.263040177444644779e-02,8.694173240247986101e+00,3.223735625460640364e+01,9.154229782404446780e+01,1.284653077939623529e+02,2.461297767295773454e-04,-3.131349140625000000e+05
-7.552903446411161070e+00,2.611286350369416365e+00,3.103803018589322560e-02,8.796387448465587511e+00,3.200490685840471627e+01,9.164954057921353581e+01,1.284677447105143813e+02,2.517289978842443109e-04,-3.131348593750000000e+05
-7.546419623052083026e+00,2.377638330434317826e+00,2.636097010504777696e-02,5.957334429838519796e+00,3.545991512388370381e+01,9.182770020508505127e+01,1.284409019854736584e+02,2.144825237339198097e-04,-3.131358925781250000e+05
-7.548719799681330223e+00,2.581138233350899203e+00,2.452095260841510513e-02,8.018189594025892930e+00,3.288366071472482588e+01,9.187866738344256134e+01,1.284599904761331288e+02,2.430177113331293839e-04,-3.131304218750000000e+05
-7.540178452203003090e+00,2.868566178035623970e+00,3.940790146435022012e-02,9.833135845020827048e+00,3.144856254221818048e+01,9.099295734139428760e+01,1.284644500683156139e+02,2.452149779507333070e-04,-3.131417070312500000e+05
-7.548374716783754934e+00,2.683676775622505062e+00,2.736748307278100839e-02,5.587415741029641225e+00,3.511089390825146239e+01,9.185319743401903736e+01,1.284706325162109692e+02,2.106547477727742086e-04,-3.131378144531250000e+05
-7.550675069258216965e+00,2.521858508655189013e+00,3.608807365921216231e-02,9.234982624036591758e+00,3.184631431297948723e+01,9.102225238272741592e+01,1.284827403026049240e+02,2.404748488393084014e-04,-3.131443691406250000e+05
-7.555531411425029376e+00,2.473773958157189146e+00,2.860065365161935241e-02,7.859446246883114995e+00,3.315375876027261626e+01,9.158434186259529497e+01,1.284571223968884226e+02,2.435815073078440192e-04,-3.131343320312500000e+05
-7.548371994187616174e+00,2.637296208235316186e+00,2.995936600524944093e-02,7.912035859977748942e+00,3.300489503717879813e+01,9.167786408175237511e+01,1.284607452666954828e+02,2.374956177252710563e-04,-3.131326171875000000e+05
-7.561641909979557319e+00,2.414511249257601300e+00,2.977930040787113430e-02,1.126003439264945172e+01,2.974829189098900173e+01,9.148321117200102037e+01,1.284656520068428165e+02,2.584241728945433454e-04,-3.131407675781250000e+05
-7.564573035192594830e+00,2.845293132849393114e+00,5.500714053554074667e-03,5.064598642501101367e+00,6.811519982571628162e+00,9.086467083492711083e+01,1.284130307168055083e+02,2.798928671650260480e-04,-3.168232265625000000e+05
-7.554433726054390341e+00,2.641615165269836751e+00,3.420377918628075831e-02,8.541535831430696390e+00,3.189758546300204500e+01,9.153906396271895574e+01,1.284848549180394741e+02,2.371784992003966213e-04,-3.131447500000000000e+05
-7.547789319489656812e+00,2.143409630977824776e+00,2.854916010741357507e-02,5.157498195825775511e+00,3.652932090688987188e+01,9.182934398255866881e+01,1.284356630570658808e+02,2.365899105681883630e-04,-3.131385625000000000e+05
-7.543726725602009964e+00,2.911859290499799968e+00,3.139094835058794941e-02,9.601528422534249430e+00,3.090507252425923213e+01,9.178474333160782805e+01,1.284737149467522386e+02,2.375557466858792223e-04,-3.131362011718750000e+05
-7.554649839073229067e+00,2.927736646021454447e+00,3.482363691127845357e-02,1.039942154700211852e+01,3.007631481782857819e+01,9.149709673287462408e+01,1.284975287715981267e+02,2.383331928459802023e-04,-3.131439414062500000e+05
-7.551753274617001743e+00,2.329526266103933096e+00,2.907455605828805981e-02,6.355194132554231601e+00,3.464113136621924127e+01,9.153100867151893283e+01,1.284446605836403990e+02,2.450561545234031940e-04,-3.131386523437500000e+05
-7.542028977773606258e+00,2.975827787198570551e+00,3.969980634062642011e-02,1.055515832572212531e+01,2.997750900603928059e+01,9.123533454238068430e+01,1.284860058098049080e+02,2.426637531045138137e-04,-3.131440820312500000e+05
-7.555499517017884692e+00,2.765768125168455605e+00,3.098604667973462595e-02,8.223489100438529320e+00,3.288099361239791563e+01,9.142331570939087726e+01,1.284591259726035162e+02,2.377074169317638594e-04,-3.131385644531250000e+05
-7.549961815331576176e+00,2.736846592890568974e+00,3.263040177444644779e-02,8.694173240247986101e+00,3.223735625460640364e+01,9.154229782404446780e+01,1.284653077939623529e+02,2.461297767295773454e-04,-3.131349140625000000e+05
-7.554952595634116363e+00,2.544168823366148580e+00,3.095922404173877610e-02,8.616600568631861634e+00,3.225049836304618367e+01,9.161934998926621176e+01,1.284664115649167115e+02,2.548938655187616559e-04,-3.131362597656250000e+05
-7.546419623052083026e+00,2.377638330434317826e+00,2.636097010504777696e-02,5.957334429838519796e+00,3.545991512388370381e+01,9.182770020508505127e+01,1.284409019854736584e+02,2.144825237339198097e-04,-3.131358925781250000e+05
-7.548719799681330223e+00,2.581138233350899203e+00,2.452095260841510513e-02,8.018189594025892930e+00,3.288366071472482588e+01,9.187866738344256134e+01,1.284599904761331288e+02,2.430177113331293839e-04,-3.131304218750000000e+05
-7.539463234097319777e+00,2.883696466427056571e+00,3.972875143548180998e-02,9.785587882951478633e+00,3.150521997211508918e+01,9.097662081166637904e+01,1.284644100166051430e+02,2.447748133004863224e-04,-3.131421210937500000e+05
-7.548762861883901998e+00,2.656372713251627271e+00,2.883893344575341744e-02,6.202880209547808832e+00,3.456005198814855817e+01,9.171298968162838605e+01,1.284726754978907763e+02,2.156863793350562403e-04,-3.131363789062500000e+05
-7.550675069258216965e+00,2.521858508655189013e+00,3.608807365921216231e-02,9.234982624036591758e+00,3.184631431297948723e+01,9.102225238272741592e+01,1.284827403026049240e+02,2.404748488393084014e-04,-3.131443691406250000e+05
-7.555531411425029376e+00,2.473773958157189146e+00,2.860065365161935241e-02,7.859446246883114995e+00,3.315375876027261626e+01,9.158434186259529497e+01,1.284571223968884226e+02,2.435815073078440192e-04,-3.131343320312500000e+05
-7.548371994187616174e+00,2.637296208235316186e+00,2.995936600524944093e-02,7.912035859977748942e+00,3.300489503717879813e+01,9.167786408175237511e+01,1.284607452666954828e+02,2.374956177252710563e-04,-3.131326171875000000e+05
-7.561641909979557319e+00,2.414511249257601300e+00,2.977930040787113430e-02,1.126003439264945172e+01,2.974829189098900173e+01,9.148321117200102037e+01,1.284656520068428165e+02,2.584241728945433454e-04,-3.131407675781250000e+05
-7.564573035192594830e+00,2.845293132849393114e+00,5.500714053554074667e-03,5.064598642501101367e+00,6.811519982571628162e+00,9.086467083492711083e+01,1.284130307168055083e+02,2.798928671650260480e-04,-3.168232265625000000e+05
-7.554630822427772507e+00,2.604599465488913967e+00,3.297131138085285934e-02,8.570049716324584566e+00,3.203164198787149530e+01,9.156956119224260249e+01,1.284778490765803838e+02,2.439078095915223152e-04,-3.131414765625000000e+05
-7.547789319489656812e+00,2.143409630977824776e+00,2.854916010741357507e-02,5.157498195825775511e+00,3.652932090688987188e+01,9.182934398255866881e+01,1.284356630570658808e+02,2.365899105681883630e-04,-3.131385625000000000e+05
-7.544923055055518191e+00,2.866783458025111919e+00,2.553605554954851975e-02,8.929546681875715208e+00,3.155868641101043082e+01,9.217188793905332034e+01,1.284650541072371084e+02,2.339563555247855631e-04,-3.131395410156250000e+05
-7.554501156958345121e+00,2.920883050002677450e+00,3.467248661128750215e-02,1.029343325773522366e+01,3.018955655524772652e+01,9.150254934788856076e+01,1.284969010747041693e+02,2.377612225427339315e-04,-3.131436386718750000e+05
-7.551753274617001743e+00,2.329526266103933096e+00,2.907455605828805981e-02,6.355194132554231601e+00,3.464113136621924127e+01,9.153100867151893283e+01,1.284446605836403990e+02,2.450561545234031940e-04,-3.131386523437500000e+05
-7.543615453626760115e+00,2.916838696985677437e+00,3.839570530327619802e-02,1.023842415538376116e+01,3.035070421430788912e+01,9.127634134903408381e+01,1.284826121373506282e+02,2.427715851383753585e-04,-3.131424511718750000e+05
-7.555499517017884692e+00,2.765768125168455605e+00,3.098604667973462595e-02,8.223489100438529320e+00,3.288099361239791563e+01,9.142331570939087726e+01,1.284591259726035162e+02,2.377074169317638594e-04,-3.131385644531250000e+05
-7.546190946676675004e+00,2.843654429577273657e+00,3.235507014130332287e-02,8.794420144151798624e+00,3.240349896210594238e+01,9.152027888544634493e+01,1.284551789745919450e+02,2.479243223493382553e-04,-3.131348574218750000e+05
-7.554786711093368190e+00,2.564343497363536617e+00,3.163517375169710294e-02,8.833595679875433149e+00,3.199163027664951997e+01,9.162938307251381787e+01,1.284690737752373195e+02,2.581359079371892389e-04,-3.131368691406250000e+05
-7.546419623052083026e+00,2.377638330434317826e+00,2.636097010504777696e-02,5.957334429838519796e+00,3.545991512388370381e+01,9.182770020508505127e+01,1.284409019854736584e+02,2.144825237339198097e-04,-3.131358925781250000e+05
-7.547652143705196437e+00,2.576900637629468083e+00,2.299463873163384159e-02,7.918511960757346202e+00,3.303755335302503227e+01,9.193449851224224290e+01,1.284567648344276733e+02,2.428569407244405458e-04,-3.131318515625000000e+05
-7.539463234097319777e+00,2.883696466427056571e+00,3.972875143548180998e-02,9.785587882951478633e+00,3.150521997211508918e+01,9.097662081166637904e+01,1.284644100166051430e+02,2.447748133004863224e-04,-3.131421210937500000e+05
-7.548762861883901998e+00,2.656372713251627271e+00,2.883893344575341744e-02,6.202880209547808832e+00,3.456005198814855817e+01,9.171298968162838605e+01,1.284726754978907763e+02,2.156863793350562403e-04,-3.131363789062500000e+05
-7.550675069258216965e+00,2.521858508655189013e+00,3.608807365921216231e-02,9.234982624036591758e+00,3.184631431297948723e+01,9.102225238272741592e+01,1.284827403026049240e+02,2.404748488393084014e-04,-3.131443691406250000e+05
-7.559852155696954235e+00,2.519360778856930771e+00,2.966269542198197301e-02,8.761413939905652981e+00,3.206019605991178167e+01,9.146894309329773876e+01,1.284648139988923390e+02,2.573800352641307325e-04,-3.131382128906250000e+05
