m_disk,sb_law,r_in,d_r,inc,pa,mar_starflux,aug_starflux,jun_starflux,lnprob
-7.506396793197881223e+00,2.505430851950150029e+00,1.024016535611578682e+01,3.488655790750458863e+01,8.861937328016279025e+01,1.285340017731495550e+02,3.059109859282470333e-04,1.393355199091266081e-04,2.352519515824398675e-04,-3.154150253906250000e+05
-7.646403679420246569e+00,9.646341348316247455e-01,1.873938084872865417e+01,4.179960267426221776e+01,8.823875494431278810e+01,1.284150700562703662e+02,4.219821268067550915e-04,1.384525159299718222e-04,2.436788340113951225e-04,-3.155873203125000000e+05
-7.544070729983796575e+00,2.248917337811258133e+00,7.728589381508689016e+00,1.877493051798582258e+01,9.036440346751253117e+01,1.284963775875979763e+02,3.993985686803030164e-04,1.496652167417037110e-04,2.285907200457195330e-04,-inf
-7.509638644669377250e+00,1.945118970390127489e+00,2.905402929459325989e+00,3.364692621119383631e+01,8.737182897436103701e+01,1.285995361746965386e+02,3.466244190001117539e-04,1.529593366158860004e-04,2.336359776022917025e-04,-3.143226972656250000e+05
-7.562103918707899552e+00,2.362587739829572708e+00,1.669085690363876040e+01,2.767822668267037045e+01,8.897694362768930887e+01,1.284858621793537168e+02,3.826583627995095317e-04,1.484396772633089583e-04,2.151044915371305569e-04,-3.158300332031250000e+05
-7.565561778360525125e+00,-4.201761992242301069e-01,9.417371681958158547e+00,4.095825035400611114e+01,8.971074407539407503e+01,1.284262179537183783e+02,3.101571351509056903e-04,1.511661662904215326e-04,2.107242377090961919e-04,-3.169869648437500000e+05
-7.552980532093590327e+00,1.394388206053330581e+00,9.113037179554945411e+00,3.176675541440681272e+01,9.085243619818974992e+01,1.285267375820302505e+02,4.153717676118350889e-04,1.515120886976407532e-04,2.313245597548556224e-04,-inf
-7.577003393853593671e+00,-1.189326186924193784e+00,-5.546746952703450972e+00,4.232841870178840793e+01,8.979368650995841961e+01,1.284052181121535341e+02,3.831371775943458332e-04,1.403829228392515613e-04,2.219268737159070808e-04,-inf
-7.492790710348231187e+00,1.204535280230986105e+00,1.458377334453173191e+01,1.579550445855955942e+01,8.850892922412607788e+01,1.285488326150663454e+02,4.386182689439063103e-04,1.409039388659295562e-04,2.355404476129341698e-04,-3.147327324218750000e+05
-7.541130889490118783e+00,2.284558282022234099e+00,2.235538706807130183e+01,3.639966419021951793e+01,8.864837889647162683e+01,1.285015796516882176e+02,3.948098505691168014e-04,1.482703459776783794e-04,2.399178723359487021e-04,-3.162417558593750000e+05
-7.545374934012249568e+00,2.147548084783758249e+00,3.404821552823870334e+00,2.123844364687571229e+01,8.967029062151800645e+01,1.287083076062645262e+02,3.456290735292214694e-04,1.570245658731589248e-04,2.407860663201189606e-04,-3.160817011718750000e+05
-7.563240386419386674e+00,4.065981717902722892e+00,3.876590940568704013e+00,4.691622697885221527e+01,9.009849516962306382e+01,1.285645215601642803e+02,3.553063615092509229e-04,1.588475673707692281e-04,2.270266820382081825e-04,-inf
-7.521514768437562282e+00,-1.227819020561063290e+00,1.720266425663346155e+01,3.639518226660239009e+01,8.807192114550757367e+01,1.285623377817135804e+02,3.682665353087398409e-04,1.394960045649562086e-04,2.318219849958987847e-04,-3.146559785156250000e+05
-7.576689134512681889e+00,-5.912020728222788790e-01,-3.617301966005708636e+00,3.424171207446275389e+01,8.907047936830703350e+01,1.285270481564954252e+02,3.955478816865405081e-04,1.495433050296398399e-04,2.205318989583440639e-04,-inf
-7.498220135456817204e+00,2.259748842893704257e+00,9.306421895742564843e+00,1.693893128807921755e+01,8.833815907361233144e+01,1.284420605663954973e+02,3.200591092609941118e-04,1.529904342323258615e-04,2.242024456176970994e-04,-3.156710917968750000e+05
-7.541229327756650669e+00,3.408475944588935214e+00,6.981735903647698471e+00,3.691775757943130287e+01,8.880186598272264575e+01,1.284776712416467888e+02,3.826716285708125966e-04,1.500242570940719011e-04,2.362816765702578767e-04,-3.158363730468750000e+05
-7.544712848780035230e+00,1.419721823727153609e+00,1.500750291371896772e+01,3.182036779417349592e+01,8.747961993811293269e+01,1.285699168775408623e+02,3.868739665576202713e-04,1.563190569230355994e-04,2.370937551747339322e-04,-3.145576542968750000e+05
-7.584575689452695002e+00,2.344170996878204516e+00,-1.115021357833778382e+01,3.111697058337710331e+01,8.795913308090206328e+01,1.283940648408180891e+02,3.333981130973762402e-04,1.651819139146737327e-04,2.210414168836721414e-04,-inf
-7.653845834275290194e+00,4.229555844730043646e+00,9.913173596740932680e+00,2.676322278282046341e+01,8.871257062467134347e+01,1.285463016297246952e+02,4.280805608620595485e-04,1.570976279971911997e-04,2.372099026154033438e-04,-3.149079667968750000e+05
-7.602018031128983999e+00,9.805599354191143480e-01,1.229299317803585012e+01,2.969917632046588096e+01,8.924859844777543572e+01,1.284532291113063707e+02,3.503421531369042136e-04,1.504151988821641984e-04,2.322129482652749018e-04,-3.150930468750000000e+05
-7.497842422736272994e+00,1.779913800853855310e+00,5.011898455559038901e+00,3.873069872088701260e+01,8.932889179779461131e+01,1.284666887375811655e+02,3.922957867584225952e-04,1.504055971246028771e-04,2.267310581678358720e-04,-3.171531230468750000e+05
-7.727923929596601127e+00,-2.600929140265964001e+00,1.993979451416667459e+01,3.382953247534897656e+01,8.914569885056637588e+01,1.282220844528214911e+02,2.702768459693363160e-04,1.700996711497470507e-04,2.698326012565110650e-04,-3.152668710937500000e+05
-7.514593670055161212e+00,2.603534565119560718e+00,1.452837003750527600e+00,3.745734275725300932e+01,8.911531218888229944e+01,1.284411562848605968e+02,4.668892630746718101e-04,1.458310673226327864e-04,2.370981328260579992e-04,-3.151434218750000000e+05
-7.555207785452719094e+00,3.212404885832084389e+00,2.354740521885865689e+01,3.531569394939731410e+01,8.867992210701127931e+01,1.284416441124505468e+02,3.257221940965462047e-04,1.625387239664700739e-04,2.223420266441009270e-04,-3.167068730468750000e+05
-7.596119056581636109e+00,1.086617251572006726e+00,1.057438416551305771e+01,6.036707331950621125e+01,8.766017557650816627e+01,1.284854573217106690e+02,4.233659324881315611e-04,1.518789858997581660e-04,2.183356118969453062e-04,-3.159547207031250000e+05
-7.586058683025368232e+00,-2.130307493911520744e-01,2.442182764638910442e+01,3.211730109931872335e+01,8.947881525559274962e+01,1.286710421514777352e+02,4.151331727062239807e-04,1.620019866851932894e-04,2.330625698156447002e-04,-3.178288066406250000e+05
-7.569547415650181854e+00,5.125780972378638722e+00,7.854489959949972899e+00,2.942453810365411826e+01,8.856516106380786368e+01,1.285261571900571482e+02,3.537031395019999292e-04,1.259710660037970228e-04,2.240457803635717766e-04,-3.147947207031250000e+05
-7.565351191121147068e+00,3.117925146208859744e+00,-2.315302644045182490e+00,1.908200800581825263e+01,9.014049274381837051e+01,1.285408922338095579e+02,4.138746338105404030e-04,1.477537337903618944e-04,2.328988865372326683e-04,-inf
-7.528244234270756507e+00,3.283750893841662410e+00,4.391997625389089777e+00,3.271387166024590698e+01,8.843403526554938310e+01,1.284985720386670494e+02,4.055387091184197920e-04,1.541284455369158312e-04,2.284001945959671564e-04,-3.144101152343750000e+05
